"Estado","Sede - Dirección","EB","EMS","Total Adscritos","Cantidad EB","Cantidad EMS","No. Docentes","No. TecDoc","No. ATP","No. Dir","No. Sup ","Fechas de aplicación","Mínimo","Máximo","Promedio","No. Docentes EB","No. TecDoc EB","No. ATP EB","No. Dir EB","No. Sup EBS","No. Docentes EMS","No. TecDoc EMS","No. ATP EMS","No. Dir EMS","No. Sup EMS","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","Min EB","Max EB","Mean EB","Min EMS","Max EMS","Mean EMS","No. Grupos"
"Yucatan","ANILLO PERIFÉRICO PONIENTE KM 31.5 ZONA DORADA, No. 5101, C.P. 97118","Sí","Sí","782","566","216","712","28","1","29","12","9","31","129","87","535","0","1","18","12","177","28","0","11","0","05/05/2018","31","13/05/2018","108","12/05/2018","108","19/05/2018","90","20/05/2018","47","26/05/2018","112","27/05/2018","129","02/06/2018","106","03/06/2018","51","-","-","-","-","-","-","05/05/2018","31","13/05/2018","0","12/05/2018","0","19/05/2018","90","20/05/2018","47","26/05/2018","112","27/05/2018","129","02/06/2018","106","03/06/2018","51","-","-","-","-","-","-","05/05/2018","0","13/05/2018","108","12/05/2018","108","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","129","63","0","108","24","8"
"Yucatan","AV. UNIVERSIDAD PEDAGÓGICA X 27-A, S/N, FRACC. VERGEL, C.P. 97176","Sí","-","319","319","0","211","29","9","46","24","8","39","40","40","211","29","9","46","24","0","0","0","0","0","05/05/2018","40","06/05/2018","39","19/05/2018","40","20/05/2018","40","26/05/2018","40","27/05/2018","40","02/06/2018","40","03/06/2018","40","-","-","-","-","-","-","-","-","05/05/2018","40","06/05/2018","39","19/05/2018","40","20/05/2018","40","26/05/2018","40","27/05/2018","40","02/06/2018","40","03/06/2018","40","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","39","40","40","0","0","0","2"
"Yucatan","CALLE 115 CTO. COLONIAS SUR POR CALLE 50, No. 404, COL. SANTA ROSA, C.P. 97279","Sí","-","760","760","0","562","-","15","97","86","8","77","99","95","562","-","15","97","86","0","-","0","0","0","05/05/2018","99","06/05/2018","99","19/05/2018","99","20/05/2018","77","26/05/2018","99","27/05/2018","99","02/06/2018","99","03/06/2018","89","-","-","-","-","-","-","-","-","05/05/2018","99","06/05/2018","99","19/05/2018","99","20/05/2018","77","26/05/2018","99","27/05/2018","99","02/06/2018","99","03/06/2018","89","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","77","99","95","0","0","0","4"
"Yucatan","AV. ZAMNÁ POR 61 y 63, No. 295, FRACC. YUCALPETÉN, C.P. 97238","Sí","-","676","676","0","504","-","17","82","73","8","72","88","84","504","-","17","82","73","0","-","0","0","0","05/05/2018","86","06/05/2018","86","19/05/2018","88","20/05/2018","86","26/05/2018","72","27/05/2018","86","02/06/2018","86","03/06/2018","86","-","-","-","-","-","-","-","-","05/05/2018","86","06/05/2018","86","19/05/2018","88","20/05/2018","86","26/05/2018","72","27/05/2018","86","02/06/2018","86","03/06/2018","86","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","72","88","84","0","0","0","3"
"Yucatan","CALLE 13 Y CALLE 60, S/N, CHUBURNÁ, C.P. 97205","Sí","-","350","350","0","164","86","11","49","40","7","50","50","50","164","86","11","49","40","0","0","0","0","0","05/05/2018","50","06/05/2018","50","19/05/2018","50","26/05/2018","50","27/05/2018","50","02/06/2018","50","03/06/2018","50","-","-","-","-","-","-","-","-","-","-","05/05/2018","50","06/05/2018","50","19/05/2018","50","26/05/2018","50","27/05/2018","50","02/06/2018","50","03/06/2018","50","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","50","50","50","0","0","0","3"
"Zacatecas","AV. TECNOLÓGICO, No. 2000, COL. SOLIDARIDAD, C.P. 99010","Sí","Sí","397","277","120","225","25","47","54","46","6","40","80","66","151","0","47","33","46","74","25","0","21","0","05/05/2018","80","06/05/2018","46","13/05/2018","40","12/05/2018","80","19/05/2018","77","02/06/2018","74","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","80","06/05/2018","46","13/05/2018","0","12/05/2018","0","19/05/2018","77","02/06/2018","74","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","40","12/05/2018","80","19/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","80","46","0","80","20","4"
"Zacatecas","CALLE PLAN DE PARDILLO, S/N, PARQUE INDUSTRIAL, C.P. 99960","Sí","-","431","431","0","236","-","47","75","73","5","56","99","86","236","-","47","75","73","0","-","0","0","0","05/05/2018","99","06/05/2018","96","19/05/2018","99","20/05/2018","81","27/05/2018","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","99","06/05/2018","96","19/05/2018","99","20/05/2018","81","27/05/2018","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56","99","86","0","0","0","3"
"Zacatecas","CARR. ZACATECAS-CD. CUAUHTÉMOC KM 5, S/N, EJIDO CIENEGUITA, C.P. 98601","Sí","-","1595","1595","0","1004","-","139","226","226","6","200","303","266","1004","-","139","226","226","0","-","0","0","0","05/05/2018","296","06/05/2018","295","19/05/2018","200","20/05/2018","303","02/06/2018","200","03/06/2018","301","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","296","06/05/2018","295","19/05/2018","200","20/05/2018","303","02/06/2018","200","03/06/2018","301","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","200","303","266","0","0","0","12"
"Zacatecas","AV. HÉROES DE CHAPULTEPEC, No. 1401, LA ESCONDIDA, C.P. 98160","Sí","-","126","126","0","-","-","30","45","51","2","63","63","63","-","-","30","45","51","-","-","0","0","0","05/05/2018","63","06/05/2018","63","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","63","06/05/2018","63","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","63","63","63","0","0","0","3"
"Zacatecas","AV. MÉXICO NO. 10, COL. DEPENDENCIAS FEDERALES, C.P. 98618","Sí","-","115","115","0","-","-","14","42","59","2","57","58","58","-","-","14","42","59","-","-","0","0","0","05/05/2018","58","06/05/2018","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","58","06/05/2018","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","57","58","58","0","0","0","3"
"Zacatecas","BLVD. DEL BOTE CERRO DEL GATO LA ESCONDIDA, S/N, COL. CIUDAD ADMINSTRATIVA, C.P. 98160","Sí","Sí","1247","793","454","891","103","74","70","109","6","135","227","208","557","23","74","30","109","334","80","0","40","0","05/05/2018","212","13/05/2018","227","12/05/2018","227","19/05/2018","219","26/05/2018","135","27/05/2018","227","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","212","13/05/2018","0","12/05/2018","0","19/05/2018","219","26/05/2018","135","27/05/2018","227","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","13/05/2018","227","12/05/2018","227","19/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","227","132","0","227","76","6"
"Baja California","BLVD. VALLES ENTRE BLVD. DEL RÍO Y VÍA RÁPIDA ORIENTE, S/N, ZONA RÍO 3ra. ETAPA, C.P. 2222","Sí","-","34","34","0","-","-","2","26","6","1","34","34","34","-","-","2","26","6","-","-","0","0","0","06/05/2018","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34","34","34","0","0","0","1"
"CDMX","AV. GENERAL LEANDRO VALLE (CANAL DE CHALCO), No. 1088, COL. VILLA CENTROAMERICANA, C.P. 13","Sí","-","343","343","0","303","-","9","24","7","7","39","60","49","303","-","9","24","7","0","-","0","0","0","06/05/2018","40","19/05/2018","60","20/05/2018","60","26/05/2018","46","27/05/2018","58","02/06/2018","40","03/06/2018","39","-","-","-","-","-","-","-","-","-","-","06/05/2018","40","19/05/2018","60","20/05/2018","60","26/05/2018","46","27/05/2018","58","02/06/2018","40","03/06/2018","39","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","39","60","49","0","0","0","2"
"Guanajuato","CALLE HERMOSILLO ESQ. MEXICALI No. 335, FRACC. JARDINES DE LA HACIENDA, C.P. 36515","Sí","-","301","301","0","201","-","-","100","-","3","100","101","100","201","-","-","100","-","0","-","-","0","-","06/05/2018","100","20/05/2018","100","27/05/2018","101","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","100","20/05/2018","100","27/05/2018","101","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","100","101","100","0","0","0","3"
"Edo. México","NICOLAS BRAVO,S/N,SAN MIGUEL TOTOCUITLAPILCO,C.P. 52143","Sí","-","120","120","0","91","-","-","16","13","4","21","35","30","91","-","-","16","13","0","-","-","0","0","06/05/2018","29","27/05/2018","21","02/06/2018","35","03/06/2018","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","29","27/05/2018","21","02/06/2018","35","03/06/2018","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21","35","30","0","0","0","1"
"Edo. México","VIALIDAD CONSTITUCIÓN DE 1857 ESQ. JORGE JIMÉNEZ CANTÚ, S/N, COL. SAN PABLO DE LAS SALINAS","Sí","Sí","711","595","116","585","32","-","65","29","8","50","120","89","485","16","-","65","29","100","16","-","0","0","06/05/2018","94","12/05/2018","116","19/05/2018","71","20/05/2018","69","26/05/2018","71","27/05/2018","50","02/06/2018","120","03/06/2018","120","-","-","-","-","-","-","-","-","06/05/2018","94","12/05/2018","0","19/05/2018","71","20/05/2018","69","26/05/2018","71","27/05/2018","50","02/06/2018","120","03/06/2018","120","-","-","-","-","-","-","-","-","06/05/2018","0","12/05/2018","116","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","0","120","74","0","116","14","2"
"Edo. México","CTO. VIAL DR. JORGE JIMÉNEZ CANTÚ,S/N,FELIPE UREÑA,C.P. 50450","Sí","Sí","124","95","29","68","-","-","38","18","4","27","40","31","68","-","-","16","11","0","-","-","22","7","06/05/2018","27","13/05/2018","29","20/05/2018","40","27/05/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","27","13/05/2018","0","20/05/2018","40","27/05/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","13/05/2018","29","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","40","24","0","29","7","1"
"Edo. México","JOSÉ MARÍA MORELOS Y PAVÓN,NO. 905,DE LA MERCED (ALAMEDA),C.P. 50080","Sí","-","87","87","0","41","6","-","31","9","2","40","47","44","41","6","-","31","9","0","0","-","0","0","06/05/2018","40","26/05/2018","47","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","40","26/05/2018","47","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","40","47","44","0","0","0","1"
"Edo. México","JOSE LUIS ALAMO,NO. 209,COL. MORELOS,C.P. 50120","Sí","Sí","191","140","51","159","2","-","11","19","4","30","55","48","110","0","-","11","19","49","2","-","0","0","06/05/2018","30","13/05/2018","51","02/06/2018","55","03/06/2018","55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","30","13/05/2018","0","02/06/2018","55","03/06/2018","55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","13/05/2018","51","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","55","35","0","51","13","1"
"Michoacán","CAMINO DE LA ARBOLEDA, S/N, EX-HACIENDA SAN JOSÉ DE LA HUERTA","Sí","Sí","297","157","140","183","9","9","76","20","6","20","76","50","117","0","9","11","20","66","9","0","65","0","06/05/2018","40","13/05/2018","65","12/05/2018","75","27/05/2018","76","02/06/2018","21","03/06/2018","20","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","40","13/05/2018","0","12/05/2018","0","27/05/2018","76","02/06/2018","21","03/06/2018","20","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","13/05/2018","65","12/05/2018","75","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","76","26","0","75","23","3"
"Queretaro","AV. CONSTITUYENTES ESQ, AV. LUIS PASTEUR, S/N, COL. VILLAS DEL SUR, C.P. 76000","Sí","-","379","379","0","229","11","10","79","50","3","101","139","126","229","11","10","79","50","0","0","0","0","0","06/05/2018","139","19/05/2018","139","27/05/2018","101","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","139","19/05/2018","139","27/05/2018","101","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","19/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","101","139","126","0","0","0","4"
"San Luis Potosi","CARR. 57 MÉXICO-PIEDRAS NEGRAS KM 189+100, TRAMO QRO-SLP, No. 6501, DELG. VILLA DE POZOS,","Sí","-","480","480","0","403","8","3","46","20","5","68","133","96","403","8","3","46","20","0","0","0","0","0","06/05/2018","69","20/05/2018","68","26/05/2018","80","27/05/2018","133","02/06/2018","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","69","20/05/2018","68","26/05/2018","80","27/05/2018","133","02/06/2018","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","68","133","96","0","0","0","5"
"San Luis Potosi","AV. TECNOLÓGICO, S/N, COL. UNIDAD PONCIANO ARRIAGA (UPA), C.P. 78437","Sí","-","741","741","0","440","16","33","143","109","6","58","150","124","440","16","33","143","109","0","0","0","0","0","06/05/2018","145","12/05/2018","140","19/05/2018","58","26/05/2018","109","27/05/2018","150","02/06/2018","139","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","145","12/05/2018","140","19/05/2018","58","26/05/2018","109","27/05/2018","150","02/06/2018","139","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","12/05/2018","0","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","58","150","124","0","0","0","5"
"Tabasco","AV. MÉXICO, No. 703, FRACC. GUADALUPE, C.P. 86190","Sí","Sí","392","192","200","278","18","2","47","47","4","96","100","98","96","0","2","47","47","182","18","0","0","0","06/05/2018","96","12/05/2018","100","13/05/2018","100","19/05/2018","96","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","96","12/05/2018","0","13/05/2018","0","19/05/2018","96","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","06/05/2018","0","12/05/2018","100","13/05/2018","100","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","96","48","0","100","50","3"
"Puebla","AV. INSTITUTO TECNOLÓGICO S/N COL. JUNTA AUXILIAR LA GLORIA C.P. 75520","Sí","-","399","399","0","199","-","14","105","81","5","45","100","80","199","-","14","105","81","0","-","0","0","0","12/05/2018","100","13/05/2018","100","19/05/2018","100","20/05/2018","45","27/05/2018","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","100","13/05/2018","100","19/05/2018","100","20/05/2018","45","27/05/2018","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","0","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","45","100","80","0","0","0","4"
"Puebla","CAMINO REAL ESQ. CAMINO CUAUHTEMOC S/N BARRIO DE TETELA C.P. 73780","Sí","-","217","217","0","108","-","9","46","54","2","108","109","108","108","-","9","46","54","0","-","0","0","0","12/05/2018","109","20/05/2018","108","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","109","20/05/2018","108","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","108","109","108","0","0","0","5"
"Puebla","AV. JOSÉ LUIS MARTÍNEZ VÁZQUEZ NO. 2000 COL. JICOPALA C.P. 73315","Sí","-","404","404","0","169","-","31","98","106","4","47","130","101","169","-","31","98","106","0","-","0","0","0","12/05/2018","130","13/05/2018","105","19/05/2018","47","20/05/2018","122","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","130","13/05/2018","105","19/05/2018","47","20/05/2018","122","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","47","130","101","0","0","0","5"
"Puebla","FRACCIÓN I Y II  S/N COL. AIRE LIBRE C.P. 73960","Sí","-","412","412","0","128","-","26","139","119","3","128","151","137","128","-","26","139","119","0","-","0","0","0","12/05/2018","133","13/05/2018","151","19/05/2018","128","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","133","13/05/2018","151","19/05/2018","128","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","128","151","137","0","0","0","6"
"Puebla","CARR. ACUACO ZACAPOAXTLA KM 8   S/N COL. TOTOLTEPEC C.P. 73680","Sí","-","126","126","0","-","-","5","53","68","1","126","126","126","-","-","5","53","68","-","-","0","0","0","12/05/2018","126","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","126","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","126","126","126","0","0","0","5"
"Puebla","PROLONGACIÓN REFORMA NO. 168 BARRIO DE SANTIAGO MIHUACÁN C.P. 74420","Sí","-","362","362","0","221","-","11","62","68","5","53","87","72","221","-","11","62","68","0","-","0","0","0","12/05/2018","87","13/05/2018","53","19/05/2018","85","20/05/2018","83","27/05/2018","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","87","13/05/2018","53","19/05/2018","85","20/05/2018","83","27/05/2018","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","0","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","53","87","72","0","0","0","4"
