"Estado","Sede - Dirección","EB","EMS","Total Adscritos","Cantidad EB","Cantidad EMS","No. Docentes","No. TecDoc","No. ATP","No. Dir","No. Sup ","Fechas de aplicación","Mínimo","Máximo","Promedio","No. Docentes EB","No. TecDoc EB","No. ATP EB","No. Dir EB","No. Sup EBS","No. Docentes EMS","No. TecDoc EMS","No. ATP EMS","No. Dir EMS","No. Sup EMS","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","Min EB","Max EB","Mean EB","Min EMS","Max EMS","Mean EMS","No. Grupos"
"Quintana Roo","AV. PASEO DEL MAYAB No. 4000, COL. REGIÓN 79, C.P. 77710","Sí","Sí","53","39","14","50","3","-","-","-","3","14","20","18","39","0","-","-","-","11","3","-","-","-","12/05/2018","14","20/05/2018","20","27/05/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","20/05/2018","20","27/05/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","14","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","20","13","0","14","5","1"
"Quintana Roo","AV. INSURGENTES No. 330 COL. DAVID GUSTAVO GTZ. C.P. 77013","Sí","Sí","180","84","96","158","22","-","-","-","3","38","96","60","84","0","-","-","-","74","22","-","-","-","12/05/2018","96","20/05/2018","46","26/05/2018","38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","20/05/2018","46","26/05/2018","38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","96","20/05/2018","0","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","46","28","0","96","32","1"
"Sinaloa","AV. MIGUEL ALEMÁN S/N COL. 18 DE MARZO C.P. 81000","Sí","Sí","118","90","28","116","2","-","-","-","4","28","30","30","90","0","-","-","-","26","2","-","-","-","12/05/2018","28","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","28","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","30","22","0","28","7","1"
"Sinaloa","AV. JACARANDAS Y BLVD. SABIN0S S/N COL. LA CAMPÍÑA C.P. 80060","Sí","Sí","193","123","70","177","16","-","-","-","6","19","35","32","122","1","-","-","-","55","15","-","-","-","12/05/2018","35","13/05/2018","35","19/05/2018","34","26/05/2018","35","27/05/2018","35","02/06/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","34","26/05/2018","35","27/05/2018","35","02/06/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","35","13/05/2018","35","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","35","20","0","35","12","1"
"Sinaloa","CALLE ÁNGEL FLORES No. 561 OTE COL. CENTRO C.P. 80000","Sí","Sí","178","141","37","169","9","-","-","-","5","33","37","36","138","3","-","-","-","31","6","-","-","-","12/05/2018","37","19/05/2018","33","26/05/2018","37","27/05/2018","37","02/06/2018","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","19/05/2018","33","26/05/2018","37","27/05/2018","37","02/06/2018","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","37","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","37","28","0","37","7","1"
"Sinaloa","CALLE SILVERIO PÉREZ S/N FRACC. EL TOREO C.P. 82120","Sí","Sí","118","60","58","101","17","-","-","-","4","28","30","30","60","0","-","-","-","41","17","-","-","-","12/05/2018","28","13/05/2018","30","27/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","27/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","28","13/05/2018","30","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","30","15","0","30","14","1"
"Sinaloa","CALLE PUERTO DE VERACRUZ S/N COL. PARQUE INDUSTRIAL ALFREDO V. BONIFIL C.P. 82059","Sí","Sí","118","90","28","110","8","-","-","-","4","28","30","30","90","0","-","-","-","20","8","-","-","-","12/05/2018","28","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","28","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","30","22","0","28","7","1"
"Sinaloa","CALLE SANTOS DEGOLLADO Y MARCIAL ORDÓÑEZ S/N COL. CENTRO C.P. 81200","Sí","Sí","176","148","28","173","3","-","-","-","6","28","30","29","148","0","-","-","-","25","3","-","-","-","12/05/2018","28","20/05/2018","30","26/05/2018","28","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","20/05/2018","30","26/05/2018","28","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","28","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","30","25","0","28","5","1"
"Sinaloa","AV. ADOLFO LÓPEZ MATEOS S/N EJIDAL C.P. 81020","Sí","Sí","148","90","58","134","14","-","-","-","5","28","30","30","90","0","-","-","-","44","14","-","-","-","12/05/2018","28","13/05/2018","30","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","27/05/2018","30","02/06/2018","30","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","28","13/05/2018","30","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","30","18","0","30","12","1"
"Sinaloa","BLVD. JUAN DE DIOS BATIZ Y ALDAMA S/N COL. EL PARQUE C.P. 81259","-","Sí","50","0","50","29","21","-","-","-","1","50","50","50","0","0","-","-","-","29","21","-","-","-","12/05/2018","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","50","50","50","1"
"Sinaloa","AV. JOSÉ C VALADEZ Y CALLE TIERRA S/N COL. INFONAVIT HUMAYA C.P. 80020","Sí","Sí","213","125","88","183","30","-","-","-","5","38","44","43","120","5","-","-","-","63","25","-","-","-","12/05/2018","44","13/05/2018","44","19/05/2018","38","26/05/2018","43","27/05/2018","44","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","38","26/05/2018","43","27/05/2018","44","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","44","13/05/2018","44","19/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","44","25","0","44","18","1"
"Sinaloa","COSTADO NORTE DE LA UNIDAD DEPORTIVA BENITO JUÁREZ  S/N FRACC. VILLA GALAXIA","-","Sí","28","0","28","23","5","-","-","-","1","28","28","28","0","0","-","-","-","23","5","-","-","-","12/05/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","28","28","28","1"
"Sinaloa","CALLE CORSARIO I No. 204 COL. URÍAS C.P. 82099","-","Sí","54","0","54","21","33","-","-","-","1","54","54","54","0","0","-","-","-","21","33","-","-","-","12/05/2018","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","54","54","54","1"
"Sinaloa","AV. ARBOLEDAS Y OLMOS S/N COL. RINCÓN DE URÍAS C.P. 82070","Sí","Sí","74","57","17","67","7","-","-","-","3","17","29","25","57","0","-","-","-","10","7","-","-","-","12/05/2018","17","27/05/2018","29","02/06/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","27/05/2018","29","02/06/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","17","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","29","19","0","17","6","1"
"Tabasco","CALLE JOSÉ MARISCAL ESQ. PERIFÉRICO S/N COL. JOSÉ MARÍA PINO SUÁREZ C.P. 86029","Sí","Sí","396","196","200","369","27","-","-","-","4","96","100","99","196","0","-","-","-","173","27","-","-","-","12/05/2018","100","13/05/2018","100","19/05/2018","100","20/05/2018","96","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","100","20/05/2018","96","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","100","13/05/2018","100","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","100","49","0","100","50","5"
"Tabasco","CALLE HEROES DEL 47 S/N COL. EL ÁGUILA","Sí","Sí","412","214","198","391","21","-","-","-","4","97","117","103","214","0","-","-","-","177","21","-","-","-","12/05/2018","100","13/05/2018","98","19/05/2018","117","26/05/2018","97","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","19/05/2018","117","26/05/2018","97","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","100","13/05/2018","98","19/05/2018","0","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","117","54","0","100","50","5"
"Tamaulipas","CALLE LUCIO BLANCO S/N COL. LÓPEZ PORTILLO C.P. 89338","-","Sí","60","0","60","44","16","-","-","-","2","30","30","30","0","0","-","-","-","44","16","-","-","-","12/05/2018","30","13/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","30","13/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","30","30","30","1"
"Tamaulipas","JUAN JOSÉ DE LA GARZA Y BLVD. JOSÉ LÓPEZ PORTILLO S/N COL. GUADALUPE MAINERO C.P. 87100","-","Sí","117","0","117","97","20","-","-","-","2","48","69","58","0","0","-","-","-","97","20","-","-","-","12/05/2018","69","13/05/2018","48","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","69","13/05/2018","48","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","48","69","58","1"
"Tamaulipas","AV. PINTORES ENTRE QUÍMICOS Y ESCRITORES, S/N, COL. UNIDAD MODELO, C.P. 89367","-","Sí","60","0","60","37","23","-","-","-","2","30","30","30","0","0","-","-","-","37","23","-","-","-","12/05/2018","30","13/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","30","13/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","30","30","30","1"
"Tamaulipas","BLVD. DE LOS RÍOS KM 3+100 S/N PUERTO INDUSTRIAL C.P. 89603","-","Sí","65","0","65","51","14","-","-","-","2","25","40","32","0","0","-","-","-","51","14","-","-","-","12/05/2018","40","13/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","40","13/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","25","40","32","1"
"Tlaxcala","CARR. OCOTLÁN-SANTA ANA CHIAUTEMPAN S/N COL. EL SABINAL SANTA ANA C.P. 90090","-","Sí","99","0","99","78","21","-","-","-","2","49","50","50","0","0","-","-","-","78","21","-","-","-","12/05/2018","50","13/05/2018","49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","50","13/05/2018","49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","49","50","50","2"
"Yucatan","AV. RAFAEL MARCOS ESCOBEDO POR CTO. S/N COL. LÁZARO CÁRDENAS C.P. 97157","Sí","Sí","92","44","48","65","27","-","-","-","4","22","24","23","20","24","-","-","-","45","3","-","-","-","12/05/2018","24","13/05/2018","24","26/05/2018","22","27/05/2018","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","0","13/05/2018","0","26/05/2018","22","27/05/2018","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12/05/2018","24","13/05/2018","24","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","22","11","0","24","12","1"
"Edo. México","CALLE MOCTEZUMA ESQ. FELIPE ANGELES S/N COL. HACIENDAS DE ARAGÓN, C.P. 55243","Sí","Sí","180","120","60","180","-","-","-","-","3","60","60","60","120","-","-","-","-","60","-","-","-","-","13/05/2018","60","02/06/2018","60","03/06/2018","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","0","02/06/2018","60","03/06/2018","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","60","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","60","40","0","60","20","1"
"Edo. México","AV. CARLOS HANK GONZÁLEZ (AV.CENTRAL) ESQ. LEONA VICARIO S/N COL. VALLE DE ANÁHUAC, SECC.","-","Sí","30","0","30","17","13","-","-","-","1","30","30","30","0","0","-","-","-","17","13","-","-","-","13/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","30","30","30","1"
"Michoacán","AV. TECNOLÓGICO No. 1500 COL. LOMAS DE SANTIAGUITO C.P. 58120","Sí","Sí","267","193","74","261","6","-","-","-","4","52","75","67","193","0","-","-","-","68","6","-","-","-","13/05/2018","74","20/05/2018","52","27/05/2018","75","03/06/2018","66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","0","20/05/2018","52","27/05/2018","75","03/06/2018","66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","74","20/05/2018","0","27/05/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","75","48","0","74","18","3"
"Michoacán","AV. AV. LÁZARO CÁRDENAS No. 1201 COL. CUAUHTÉMOC C.P. 58020","-","Sí","99","0","99","80","19","-","-","-","1","99","99","99","0","0","-","-","-","80","19","-","-","-","13/05/2018","99","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","99","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","99","99","99","4"
"Queretaro","AV. SAN RAFAEL S/N COL. SAN MIGUEL 2a. ETAPA C.P. 76118","Sí","Sí","106","56","50","103","3","-","-","-","2","50","56","53","56","0","-","-","-","47","3","-","-","-","13/05/2018","50","19/05/2018","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","0","19/05/2018","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13/05/2018","50","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","56","28","0","50","25","2"
"Baja California","AV. PASEO CHURUBUSCO, S/N, EX-EJIDO COAHUILA, C.P. 21360","Sí","-","11","11","0","11","-","-","-","-","1","11","11","11","11","-","-","-","-","0","-","-","-","-","19/05/2018","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11","11","11","0","0","0","1"
"Baja California","CARR. A ENSENADA-TIJUANA KM 6.5, S/N, EL SAUZAL DE RODRÍGUEZ, C.P. 22800","Sí","-","208","208","0","205","3","-","-","-","5","12","58","42","205","3","-","-","-","0","0","-","-","-","19/05/2018","58","20/05/2018","27","26/05/2018","12","27/05/2018","55","02/06/2018","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","58","20/05/2018","27","26/05/2018","12","27/05/2018","55","02/06/2018","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12","58","42","0","0","0","2"
"Baja California","CALLE PRIVADA PASEO DEL SOL, S/N, FRACC. VILLAS DEL SOL, C.P. 22205","Sí","-","16","16","0","16","-","-","-","-","1","16","16","16","16","-","-","-","-","0","-","-","-","-","19/05/2018","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16","16","16","0","0","0","1"
"Baja California","AV. GRANITO, No. 408, COL. CARLOS PACHECO, PUNTA BANDA, C.P. 22890","Sí","-","113","113","0","110","3","-","-","-","4","20","39","28","110","3","-","-","-","0","0","-","-","-","19/05/2018","20","20/05/2018","29","26/05/2018","25","27/05/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","20","20/05/2018","29","26/05/2018","25","27/05/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20","39","28","0","0","0","1"
"Baja California","BLVD. TECNOLÓGICO, No. 150, COL. EX-EJIDO CHAPULTEPEC, C.P. 22750","Sí","-","165","165","0","165","-","-","-","-","2","81","84","82","165","-","-","-","-","0","-","-","-","-","19/05/2018","81","20/05/2018","84","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","81","20/05/2018","84","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81","84","82","0","0","0","3"
"Baja California","PROL. RÍO MAYO ESQ. CON LUIS MORA, No. 501, COL. PRO-HOGAR, C.P. 21240","Sí","-","73","73","0","73","-","-","-","-","2","19","54","36","73","-","-","-","-","0","-","-","-","-","19/05/2018","54","20/05/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","54","20/05/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","54","36","0","0","0","2"
"Baja California Sur","CARR. AL SUR KM 5.0, APDO. POSTAL 19-B, S/N, EL CALANDRIO, C.P. 23080","Sí","-","202","202","0","202","-","-","-","-","3","50","76","67","202","-","-","-","-","0","-","-","-","-","19/05/2018","76","26/05/2018","50","02/06/2018","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","76","26/05/2018","50","02/06/2018","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","50","76","67","0","0","0","1"
"Colima","AV. UNIVERSIDAD, No. 333, COL. LAS VÍBORAS, C.P. 28040","Sí","-","771","771","0","749","22","-","-","-","5","60","231","154","749","22","-","-","-","0","0","-","-","-","19/05/2018","120","20/05/2018","60","26/05/2018","216","27/05/2018","144","02/06/2018","231","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","120","20/05/2018","60","26/05/2018","216","27/05/2018","144","02/06/2018","231","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","60","231","154","0","0","0","9"
"Colima","AV. SAN PEDRITO, S/N, SAN PEDRITO, C.P. 28200","Sí","-","106","106","0","104","2","-","-","-","4","21","31","26","104","2","-","-","-","0","0","-","-","-","19/05/2018","21","27/05/2018","24","02/06/2018","30","03/06/2018","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","21","27/05/2018","24","02/06/2018","30","03/06/2018","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21","31","26","0","0","0","3"
"Chihuahua","BLVD. ANTONIO ORTÍZ MENA Y AV. FRANCISCO VILLA, S/N, FRACC. SAN FELIPE IV ETAPA, C.P. 3121","Sí","-","234","234","0","234","-","-","-","-","4","13","89","58","234","-","-","-","-","0","-","-","-","-","19/05/2018","63","27/05/2018","89","02/06/2018","69","03/06/2018","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","63","27/05/2018","89","02/06/2018","69","03/06/2018","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","89","58","0","0","0","2"
"Chihuahua","AV. TECNOLÓGICO, No. 57, COL. TECNOLÓGICO, C.P. 33850","Sí","-","267","267","0","267","-","-","-","-","3","85","95","89","267","-","-","-","-","0","-","-","-","-","19/05/2018","85","27/05/2018","87","03/06/2018","95","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","85","27/05/2018","87","03/06/2018","95","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","27/05/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","85","95","89","0","0","0","3"
"Chihuahua","AV. TECNOLÓGICO, No. 137, COL. CARR. ALVARO OBREGÓN, C.P. 31500","Sí","-","187","187","0","187","-","-","-","-","2","73","114","94","187","-","-","-","-","0","-","-","-","-","19/05/2018","73","02/06/2018","114","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","73","02/06/2018","114","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","73","114","94","0","0","0","4"
"CDMX","CAMINO REAL, No. 625, COL. JARDINES DEL LLANO SAN JUAN IXTAYOPAN, C.P. 13550","Sí","-","124","124","0","124","-","-","-","-","3","34","45","41","124","-","-","-","-","0","-","-","-","-","19/05/2018","45","20/05/2018","45","02/06/2018","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","45","20/05/2018","45","02/06/2018","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34","45","41","0","0","0","1"
"CDMX","PROL. VICENTE GUERRERO, S/N, PUEBLO COORDINACIÓN TERRITORIAL DE SAN JUAN TEPENAHUAC, C.P.","Sí","-","81","81","0","81","-","-","-","-","2","31","50","40","81","-","-","-","-","0","-","-","-","-","19/05/2018","50","20/05/2018","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","50","20/05/2018","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","31","50","40","0","0","0","3"
"CDMX","CALLE VALLE DE MÉXICO 47, COL. MIRAVALLES, C.P. 09696, DELG. IZTAPALAPA, CD. DE MÉXICO","Sí","-","110","110","0","110","-","-","-","-","2","55","55","55","110","-","-","-","-","0","-","-","-","-","19/05/2018","55","20/05/2018","55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","55","20/05/2018","55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","55","55","55","0","0","0","3"
