ID,DG1,DG2,DG3,DG4,DG5,DG6,DG7,DG8,DG9,DG10,DG11,DG12,DT1,DT2,DT3,DT4,DT5,DT6,DT7,DT8,DT9,DT10,DT11,DT12,DT13,DT14,DT15,DT16,DT17,DT18,DT19,DT20,DT21,DT22,DT23,DT24,DT25,DT26,DT27
528,F,B,B,B,A,C,B,B,A,C,D,C,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B
529,F,B,B,B,A,D,E,A,B,A,C,D,A,A,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,B
530,M,B,B,B,A,C,E,A,B,A,D,C,A,A,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
531,F,B,B,B,A,D,E,E,B,A,D,D,A,B,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
532,M,C,B,B,A,A,B,A,B,A,D,C,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
538,F,B,B,B,A,C,D,E,B,A,C,D,A,B,A,B,B,A,B,B,A,B,B,A,A,B,B,A,A,A,B,A,B,B,B,A,B,A,B
539,F,B,B,B,A,B,C,C,B,A,B,C,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
540,F,B,B,B,A,B,C,E,B,A,B,C,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,A,B,A,B,A,B,A,B
541,M,B,B,B,A,C,B,E,B,A,E,B,A,A,A,B,,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
542,M,B,B,B,A,B,B,D,B,A,C,C,A,A,B,B,B,A,B,B,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,B,A,B,A
543,M,B,B,B,A,A,B,E,B,A,D,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
544,F,C,B,B,A,A,B,E,A,C,D,D,A,B,A,A,B,A,B,B,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,B,A,B,B
545,F,C,B,B,A,A,C,E,B,A,C,D,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,B,A,B,B,A,B,B,B,B,B,B,B
546,F,B,B,B,A,B,C,E,B,A,B,D,A,A,B,B,A,B,A,B,B,A,A,B,B,A,A,A,B,A,B,B,A,B,A,A,B,A,B
547,F,A,B,B,A,A,C,E,B,A,B,B,A,B,B,B,B,A,B,B,A,B,B,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B
548,F,B,B,B,A,B,C,E,B,A,D,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
549,F,A,B,B,A,A,A,E,B,A,E,D,A,B,B,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
550,F,A,B,B,A,C,B,B,B,A,,D,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,B,A,B
551,F,A,B,B,A,D,E,E,B,A,D,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
552,F,A,B,B,A,C,D,E,B,A,D,C,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
553,F,B,B,B,A,A,B,E,B,A,E,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B
554,F,B,B,B,A,B,B,C,B,A,C,C,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
555,F,A,B,B,A,C,B,E,B,A,B,A,B,B,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
556,M,B,B,B,A,B,B,C,A,B,E,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
557,F,B,B,B,A,B,B,A,B,A,D,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B
558,F,A,B,B,A,B,B,E,B,A,D,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,A,A,B
563,F,A,B,B,A,B,A,E,B,A,C,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
564,M,A,B,B,A,C,D,E,B,A,E,B,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
565,F,A,B,B,A,C,C,E,B,A,,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B
566,F,A,B,B,A,B,C,E,B,A,B,D,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
567,M,A,B,B,A,C,D,E,B,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
568,F,B,B,B,A,B,D,E,B,A,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
569,M,A,B,B,A,A,A,E,B,A,,B,A,B,A,B,B,A,B,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A,B
570,M,A,B,B,A,B,B,E,B,A,D,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
571,F,A,B,B,A,D,D,E,B,A,C,B,A,A,B,B,B,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,B,A,B,A,B
572,M,A,B,B,A,B,C,E,B,A,B,C,A,A,B,A,B,B,A,B,B,A,A,A,B,A,B,A,B,B,A,B,A,A,A,B,A,B,A
573,M,A,D,B,A,D,E,E,B,A,,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
574,M,A,D,B,A,C,D,E,B,A,A,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,B,B,A,B
575,M,A,B,B,A,D,C,D,B,A,D,B,A,A,B,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,B
576,M,A,B,B,B,B,B,E,B,A,E,D,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
577,F,A,B,B,A,C,B,E,B,A,E,C,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A
578,F,A,B,B,A,B,C,E,B,A,D,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B
579,F,A,B,B,A,C,B,E,B,A,D,B,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
580,M,A,B,B,A,B,A,E,B,A,D,C,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,B,A,B,B,A,B,B,A,B,B,B
581,F,A,B,B,A,B,B,E,B,A,C,B,A,A,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
582,M,A,B,B,A,B,C,C,B,A,C,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
583,M,A,B,B,A,C,B,E,A,C,B,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
584,M,A,B,B,A,B,A,E,B,A,C,D,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
585,M,A,B,B,A,B,B,E,B,A,D,D,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
586,M,A,B,B,A,B,B,E,B,A,E,C,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
588,F,A,B,B,A,A,A,B,B,A,C,B,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,A,A,B,B,A,B,A,B,A,B,A,B
589,F,B,B,B,A,D,E,E,B,A,D,B,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
590,M,B,B,B,A,B,B,E,B,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
591,M,B,B,B,A,A,A,E,B,A,B,D,A,B,A,B,B,A,B,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
592,F,A,B,B,A,B,C,E,B,A,C,C,A,B,A,B,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B,B,B,A,B,A,B
593,M,B,B,B,A,A,B,E,A,B,E,D,A,B,B,B,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B,B,B,B,B,A,B
594,F,A,B,B,A,C,C,E,B,A,B,C,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,B,B,B,B,A,B,B,A,B,A,B
595,F,A,B,B,A,C,D,E,B,A,C,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
597,M,B,B,B,A,C,B,E,B,A,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
598,M,B,B,B,A,A,B,E,A,C,E,C,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
599,F,A,B,B,A,B,C,E,B,A,C,C,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
600,F,A,B,B,A,B,A,D,B,A,C,C,B,B,B,B,B,A,A,B,B,B,A,B,B,B,A,A,A,B,A,B,B,A,B,A,B,B,B
601,M,B,B,B,A,A,B,C,B,,E,B,A,B,B,B,B,A,B,B,A,A,B,A,B,B,B,B,A,B,B,B,B,A,B,B,B,A,B
602,M,A,B,B,A,A,B,E,B,A,C,C,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,B,A,A
603,M,A,B,B,A,A,C,E,B,A,D,D,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
604,F,A,B,B,A,C,A,B,B,A,C,D,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
605,M,B,B,B,A,A,A,E,B,A,,D,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
606,F,A,B,B,A,D,C,D,B,A,B,D,B,A,B,A,B,B,B,A,A,B,B,A,B,B,A,B,A,B,A,B,A,B,A,B,A,B,B
607,M,A,B,B,A,A,B,E,B,A,D,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
613,F,B,B,B,A,C,C,D,A,B,E,A,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
614,F,C,B,B,A,B,B,D,B,A,B,D,A,B,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,B
615,M,B,B,B,A,B,C,C,B,A,D,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,A,B,A,B,A,B,A,B
616,M,B,B,B,A,B,C,C,B,A,E,C,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,B
617,F,C,B,B,A,A,B,C,B,A,D,C,A,B,A,B,B,A,B,A,A,A,B,A,A,B,B,B,A,A,B,A,A,A,B,A,A,A,B
618,F,C,B,B,A,D,B,D,B,A,E,C,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
619,M,B,B,,A,C,D,D,,A,C,C,A,A,B,A,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,A,,A,B,A,A,A,B
620,M,B,B,B,A,B,B,C,B,A,D,C,A,A,A,B,A,A,B,B,A,B,B,B,A,B,A,A,A,B,B,A,B,A,B,B,B,A,B
621,F,B,B,B,A,B,D,D,B,A,B,C,A,B,B,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,B,A,,A,B
622,M,B,B,B,A,C,D,C,B,A,A,D,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B
623,F,B,B,B,A,B,D,C,B,A,C,B,A,A,A,B,A,B,B,B,A,B,B,A,A,B,A,A,A,B,B,A,B,A,B,B,B,A,B
624,M,B,B,B,A,B,D,C,B,A,C,D,A,A,B,B,A,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,A,B,A,B
625,M,C,B,B,A,C,C,C,A,C,C,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
626,M,B,B,B,A,B,B,C,B,A,C,D,B,B,B,A,A,B,B,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,B,B,B,A
627,F,B,B,B,A,C,D,C,B,A,D,B,A,B,A,B,B,A,B,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
628,M,B,B,B,A,C,D,D,B,A,E,B,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
629,M,C,B,B,A,B,B,C,B,A,E,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
630,M,B,B,B,A,B,C,C,B,A,D,C,A,B,B,B,A,A,A,B,A,B,A,A,A,B,A,A,B,A,B,A,B,A,B,A,B,A,B
631,M,B,B,B,A,C,B,C,B,A,D,B,A,A,A,B,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,B,B,A,A,A,B,A,B
632,M,B,B,B,A,B,C,C,B,A,D,C,A,B,B,B,B,A,A,B,A,A,B,A,A,A,A,A,B,A,B,A,A,A,B,A,B,A,A
633,F,B,B,B,A,A,B,C,B,A,D,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B
634,F,C,B,B,A,A,C,D,B,A,E,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,A,B,A
635,F,B,B,B,A,D,E,D,B,A,E,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
638,M,A,B,B,A,A,C,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
641,M,B,B,B,A,C,D,D,B,A,D,D,A,B,A,B,A,A,B,B,A,A,A,B,B,A,B,B,A,A,A,A,B,B,B,B,B,B,A
642,F,A,B,B,A,C,D,E,B,A,C,A,A,B,A,B,A,A,B,B,A,A,B,A,A,B,B,B,A,B,B,A,A,A,B,B,A,A,B
643,M,A,B,B,A,A,C,A,B,A,D,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
644,F,A,B,B,A,B,C,D,B,A,B,B,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
645,F,A,B,B,A,C,C,E,B,A,C,C,A,B,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B
646,M,A,B,B,A,B,C,B,B,A,E,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
647,M,A,B,B,A,C,C,A,B,A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
648,F,A,B,B,A,C,B,B,B,A,B,D,A,B,B,B,A,A,B,B,A,B,B,A,A,B,B,B,A,A,B,B,B,B,B,A,A,A,B
655,M,B,B,B,A,C,B,E,B,A,D,C,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
658,M,A,B,B,A,A,C,D,A,C,C,D,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B
660,M,A,B,B,A,C,C,C,B,A,E,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,B,B,A,B,A,A,B,A,B,A,B,A,B
663,M,A,B,B,A,A,B,E,B,A,D,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
664,M,A,B,B,A,B,B,E,A,C,C,B,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
665,M,B,B,B,A,B,C,C,A,B,B,B,B,B,B,B,B,B,B,A,B,B,A,A,A,B,B,B,A,A,B,A,B,B,B,B,B,A,B
666,M,A,B,B,A,B,B,E,A,B,B,B,B,B,A,B,A,A,B,B,A,B,B,B,A,B,A,B,A,A,B,A,B,A,B,A,B,A,B
667,M,A,B,B,A,B,D,E,B,A,E,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
668,M,A,B,B,A,B,B,A,B,A,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
669,M,A,B,A,A,A,B,E,B,A,B,D,B,A,A,B,A,B,A,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,A,B,A,B,B
670,M,A,B,B,A,B,C,E,B,A,C,D,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
671,M,B,B,B,A,B,C,D,A,D,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
672,F,A,B,B,A,B,C,E,B,A,B,D,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
673,F,A,B,B,A,B,E,E,B,A,B,C,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,B
674,F,A,B,B,A,B,D,D,B,A,C,D,A,A,A,A,B,A,B,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,B,A,B,A,B
675,M,A,B,B,A,B,C,B,A,B,C,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,B,A,B,B,A,A,A,B,A,A,A,B
676,F,A,B,B,A,B,C,D,B,A,B,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,B,A,B,A,A,A,B
677,M,B,B,B,A,C,C,E,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,B,A,A,A,B
678,F,A,B,B,A,B,C,D,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
679,F,A,B,B,A,B,C,E,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
680,F,A,B,B,A,B,B,E,B,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
681,M,A,B,B,A,B,B,B,B,A,B,D,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
682,M,A,B,B,A,D,C,C,B,A,C,D,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B
683,M,A,B,B,A,C,D,A,B,A,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
684,M,A,B,B,A,B,A,E,B,A,E,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
685,M,A,B,B,A,B,B,E,B,A,D,D,B,B,B,B,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B
688,M,A,B,B,A,A,B,A,A,C,A,B,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
689,F,A,B,B,A,C,B,B,A,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,B,B
690,F,A,B,B,A,C,D,E,B,A,A,A,B,B,A,B,B,B,A,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B
691,M,A,B,B,A,C,B,E,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,B,B
692,M,C,B,B,A,B,B,E,B,A,B,B,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A
693,M,A,B,B,A,B,C,E,B,A,,D,A,B,A,B,B,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A,A,A,B,A,B,A,B
694,M,A,B,B,A,A,A,E,A,C,B,C,B,B,A,B,A,A,B,B,,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
695,M,A,B,B,A,A,C,E,B,A,,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
696,F,B,B,B,A,A,B,E,B,A,B,A,B,B,B,B,A,B,B,B,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,A,B,A,B
697,F,A,B,B,A,D,E,E,B,A,A,D,B,B,B,B,B,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,A,B,A,B,B,B
698,F,A,B,B,A,C,D,B,B,A,B,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
699,M,B,B,B,A,B,C,B,B,A,D,B,A,B,B,B,A,B,B,B,A,B,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B
700,M,A,B,B,A,B,B,E,B,A,E,B,B,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,B
701,F,A,B,B,A,A,B,E,B,A,C,D,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
702,F,A,B,B,A,B,C,E,B,A,C,C,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B
703,F,B,B,B,A,B,B,E,A,B,B,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,B,A,B,A,B
704,F,A,B,B,A,C,C,E,B,A,C,C,A,B,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
705,F,A,B,B,A,C,B,E,A,C,A,A,A,A,A,B,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B
706,F,A,B,A,A,D,C,E,B,A,A,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,A,B,B,B,B,B
707,F,A,B,B,A,A,A,E,B,A,D,D,A,B,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,B
708,F,A,B,B,A,D,E,E,B,A,C,D,A,A,B,B,A,A,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B,B,B,A,B,A,B
712,M,A,B,B,A,A,C,E,B,A,D,D,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
713,M,B,B,B,A,C,A,E,B,A,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
714,M,B,B,B,A,C,B,E,B,A,B,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
715,M,D,B,B,A,C,A,E,B,A,D,D,A,B,A,A,B,A,B,B,A,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B
716,F,A,B,B,A,B,B,E,B,A,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
717,F,B,B,B,A,B,C,E,B,A,C,B,A,B,A,B,B,A,B,B,A,B,B,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B
718,F,B,B,B,A,B,B,B,B,A,C,C,A,B,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,A,A,B,A,B
719,F,A,B,B,A,C,D,E,B,A,C,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
720,M,B,B,B,A,A,B,E,B,,D,D,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A
721,F,B,B,B,A,C,D,E,B,A,C,B,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
722,M,C,B,B,A,A,C,E,B,A,B,D,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,A,A,B,A,B,A,B
723,F,B,B,B,A,B,B,E,B,A,B,B,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,B,B
724,F,B,B,B,A,D,D,E,B,A,D,C,A,B,B,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,B,A,B,A,B,A,B,A,B
725,M,B,B,B,A,C,E,E,B,A,C,B,B,,A,B,A,A,A,A,A,A,B,,A,A,B,A,A,A,B,A,A,A,B,A,B,A,B
726,F,B,B,B,A,B,B,E,B,A,B,D,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
727,F,A,B,B,A,B,D,E,B,A,D,D,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B
728,F,A,B,B,A,B,B,E,B,A,A,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B
729,F,B,B,B,A,C,D,E,A,B,D,D,A,B,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,B,B,A,B,A,B,A,B,A,B
730,F,B,B,B,A,B,C,D,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
731,M,A,B,B,A,C,C,E,B,A,D,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,B,A,B,A,B
738,M,A,B,B,A,B,C,E,B,A,D,C,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
739,M,A,B,B,A,C,D,E,A,D,A,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
740,M,A,B,B,A,C,A,E,B,A,E,D,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
741,F,A,B,B,A,D,D,E,B,A,C,B,A,B,B,B,B,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
742,F,A,B,B,A,B,C,E,B,A,C,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,B,A,B,B,A,A,A,B,A,B,A,B
