,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55
484,B,D,A,E,A,D,D,A,D,A,D,D,A,A,A,D,D,B,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
485,B,B,A,E,A,D,D,A,D,A,D,D,A,B,A,D,A,A,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
486,B,B,A,E,B,D,D,A,D,B,D,D,B,D,B,D,A,A,D,A,D,C,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
487,B,C,D,E,A,D,D,D,D,A,D,D,A,C,A,D,D,D,D,A,D,D,A,A,C,F,D,E,F,C,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
488,B,B,B,C,A,B,C,C,C,B,B,C,A,D,A,B,C,C,C,B,B,C,A,D,D,F,D,E,F,A,B,C,C,C,B,B,C,A,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
489,B,B,A,E,A,D,D,D,D,A,D,D,D,A,D,D,A,D,A,C,B,B,C,D,D,F,D,E,F,,D,,D,D,D,D,D,D,D,,E,F,,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
490,B,C,A,E,A,B,A,C,D,A,B,C,A,B,A,B,B,A,B,C,D,A,B,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
491,B,B,C,E,B,D,D,B,D,A,D,D,A,D,B,C,C,A,D,A,A,A,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
492,B,B,B,E,B,D,D,D,D,A,D,D,B,B,B,D,C,A,C,A,B,D,A,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
493,B,B,C,E,A,D,C,A,D,A,D,D,A,A,B,D,C,B,D,A,B,B,B,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
494,B,A,B,E,A,D,D,D,D,A,D,D,A,B,A,C,B,B,B,A,B,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
495,B,A,B,E,A,D,D,C,D,A,D,D,A,B,A,C,B,B,B,A,B,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
496,B,A,D,E,B,C,A,A,C,D,A,C,B,A,A,A,A,A,A,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,D,E,F,E,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
497,B,A,A,E,A,D,D,D,D,A,D,D,A,D,A,D,D,D,D,A,D,D,A,D,C,D,C,E,E,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
498,B,A,C,E,D,D,D,D,D,D,D,D,D,D,D,D,B,D,D,A,B,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
499,B,A,C,E,A,B,C,D,B,D,B,B,D,C,A,B,C,D,B,D,B,B,D,C,D,F,D,E,F,B,B,B,D,B,D,B,B,D,B,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
500,B,B,D,E,A,C,A,D,C,D,B,B,C,D,A,B,A,D,B,C,C,B,C,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
501,B,A,C,E,B,D,D,D,D,A,D,D,A,D,B,B,B,A,B,A,B,B,B,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
502,B,B,A,E,C,B,B,D,A,D,B,C,C,C,C,C,B,B,B,B,B,B,,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
503,B,A,A,E,D,D,D,B,D,A,D,D,B,C,D,D,D,A,D,A,D,D,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
504,B,D,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
505,A,C,A,A,C,D,D,D,D,C,D,D,C,C,C,D,D,D,D,D,D,D,D,D,D,C,C,A,C,D,D,D,D,D,D,D,D,D,D,D,B,C,B,D,G,B,A,A,,,,,,,B,A,A,A,A,A,B
506,B,B,A,E,D,D,D,D,D,D,D,D,D,D,B,C,C,A,C,A,C,C,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
507,B,C,D,E,D,D,D,D,D,D,D,D,D,D,B,D,D,A,D,B,B,B,B,C,C,B,C,D,E,D,D,D,D,D,D,D,D,D,D,E,E,F,A,D,G,A,F,A,,,,,,,A,A,A,E,E,E,E
508,B,C,C,E,A,C,D,D,D,A,D,D,A,D,D,C,C,C,D,A,C,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
509,B,A,A,E,C,D,D,B,D,A,D,D,A,C,C,C,C,B,C,A,B,C,A,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,C,B,D,D,C,G,E,F,,B,,,,,,E,E,E,E,E,E,E
510,B,B,C,E,B,C,A,A,C,A,B,A,A,C,D,C,D,D,C,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
511,B,C,D,E,A,B,A,B,C,A,D,B,A,D,A,B,A,B,C,A,D,B,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
512,B,C,A,A,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,C,C,C,A,E,D,D,D,D,D,D,D,D,D,D,C,B,B,A,C,F,A,A,,,,D,,,,B,C,A,A,A,A,A
513,B,C,B,E,D,C,B,C,B,C,C,B,C,C,D,C,B,C,B,C,C,C,B,C,B,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
514,A,C,C,A,B,B,B,A,B,B,D,A,D,C,B,A,C,A,A,C,D,A,B,B,B,B,A,A,C,D,A,A,D,A,D,C,D,D,D,B,A,B,B,B,F,A,A,,,,D,,,,B,C,A,A,A,C,B
515,B,A,D,E,D,D,D,D,D,B,D,D,B,D,D,D,C,C,B,A,B,D,A,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
516,B,C,B,E,C,B,A,A,B,A,C,B,A,B,B,B,B,A,C,A,B,C,A,B,C,F,D,E,F,B,B,B,A,C,A,C,C,A,B,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
517,A,A,C,C,B,A,B,A,A,A,B,C,A,B,A,D,C,A,A,C,A,A,C,D,B,B,B,B,A,A,C,B,A,C,C,C,D,A,B,A,B,A,A,A,D,B,E,A,,,,,,,D,D,D,D,A,D,A
518,B,B,B,E,B,C,C,B,C,A,C,C,A,B,B,C,C,A,C,A,C,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
519,B,A,D,E,B,D,D,A,D,A,D,D,B,C,B,D,C,A,C,A,D,C,A,B,D,F,D,E,F,D,C,B,A,B,C,D,C,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
520,B,A,A,E,A,D,C,A,D,A,C,C,A,A,B,B,B,A,B,A,B,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
521,B,B,A,E,D,D,C,D,D,C,C,D,C,D,D,D,C,D,D,C,,,C,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,B,I,E,F,,,,,,,G,E,E,E,E,E,E,E
522,B,B,C,E,B,D,D,A,D,A,D,D,A,D,B,B,B,B,B,B,B,B,B,B,C,B,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
523,B,D,B,E,D,D,D,D,D,A,C,C,A,B,C,B,B,B,B,B,B,B,B,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,A,F,,,,,,,G,E,E,E,E,E,E,E
524,A,C,B,C,D,B,C,A,C,A,C,B,A,C,D,C,C,C,C,A,C,C,A,B,B,C,C,A,C,D,B,B,C,D,D,D,C,D,D,B,B,A,B,C,H,D,E,A,,,,,,,D,D,A,C,C,D,B
525,B,B,A,E,D,C,B,B,C,A,C,B,C,B,C,D,C,B,D,C,D,B,C,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
526,B,C,A,E,B,D,D,A,D,A,D,D,A,D,C,C,C,C,C,A,C,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
527,A,B,B,A,B,C,A,B,A,B,A,B,A,B,C,C,C,C,A,B,A,C,A,C,B,C,A,B,A,A,D,A,A,A,D,A,D,C,B,B,A,D,B,B,B,B,B,,B,C,D,,,,C,C,C,B,B,B,B
528,A,B,A,A,B,A,B,D,B,A,C,A,A,C,A,B,A,D,C,A,C,B,A,D,B,C,B,B,B,B,B,A,A,B,C,A,B,B,A,C,B,B,A,A,A,B,B,,,,D,,,,A,B,B,A,B,B,B
529,B,A,D,E,B,C,C,A,D,A,D,C,A,A,B,C,A,A,A,A,A,C,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
530,B,C,C,E,B,C,C,A,C,A,C,D,A,B,C,D,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
531,B,A,B,E,B,C,D,D,D,A,D,D,A,C,B,D,C,B,D,A,B,D,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
532,A,C,A,C,C,A,B,B,C,B,C,B,B,B,C,C,C,C,C,A,C,C,A,C,B,B,B,B,C,C,B,C,C,C,D,C,B,D,C,B,D,A,A,B,D,C,E,A,,,,,,,D,D,C,D,A,C,D
538,B,A,D,E,B,B,C,A,B,A,C,B,A,A,C,A,B,B,B,A,B,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
539,B,A,A,E,A,C,D,A,C,A,C,D,A,A,B,B,B,A,B,A,A,B,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
540,B,B,D,E,B,B,D,C,C,A,C,B,A,A,B,C,C,D,C,A,D,C,A,A,C,F,D,E,F,D,D,D,D,D,A,D,C,A,A,E,E,F,E,,I,E,F,,,,,,,G,E,E,E,E,E,E,E
541,A,D,A,C,C,B,C,C,B,B,C,C,B,D,C,B,C,C,B,B,C,C,B,D,C,B,B,B,D,D,C,C,D,C,B,C,C,C,D,B,D,E,D,B,D,C,E,,,C,,,,,C,B,A,D,C,B,B
542,B,B,C,E,B,D,C,A,D,D,D,A,B,D,D,D,D,C,D,D,D,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
543,B,A,B,E,B,D,D,A,D,A,D,D,A,B,B,D,D,D,D,D,D,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
544,A,B,B,C,A,C,B,C,B,C,A,B,C,D,B,C,D,C,B,C,B,C,B,C,A,D,C,A,E,A,C,B,C,B,C,D,C,A,B,B,A,B,A,B,G,B,A,,B,,,,,,C,D,A,A,A,B,A
545,B,A,D,E,A,D,D,D,D,A,D,D,A,A,A,D,D,D,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
546,B,A,D,E,A,B,C,A,D,A,D,D,A,A,A,B,C,A,D,A,D,D,A,A,D,F,D,E,F,A,B,C,A,D,A,D,D,A,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
547,B,D,A,E,A,D,D,A,D,A,C,C,A,A,A,D,D,A,C,A,D,C,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
548,B,A,A,E,B,C,B,A,D,A,D,B,A,B,A,D,D,A,D,A,C,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
549,B,A,A,E,B,B,C,A,C,A,C,C,A,C,B,D,D,B,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
550,B,C,C,E,A,A,A,B,A,D,C,B,A,A,A,D,C,B,B,D,C,D,D,D,D,F,D,E,F,D,D,D,D,D,C,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
551,B,D,C,E,A,D,C,A,C,A,D,C,A,A,A,D,C,D,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
552,A,D,B,C,B,C,C,C,B,C,B,D,B,C,B,C,D,D,C,B,C,D,C,D,C,B,C,A,E,D,D,D,D,D,D,D,D,D,D,C,A,E,D,C,E,A,B,A,,,,,,,B,B,A,B,B,A,B
553,A,B,D,C,B,B,A,C,C,D,B,B,D,C,B,B,A,D,A,A,A,A,A,C,C,B,A,B,C,D,A,A,D,B,D,B,A,D,C,B,B,D,D,B,A,B,B,,,,D,,,,A,B,B,B,A,B,B
554,B,D,C,A,D,D,D,D,C,B,C,D,A,A,D,C,C,A,C,A,B,D,A,C,A,B,C,A,E,D,C,C,D,D,D,B,D,D,C,C,B,C,B,C,D,B,B,,,,D,,,,D,D,D,D,D,D,C
555,B,A,C,A,A,B,A,D,C,D,B,D,D,C,D,D,A,D,A,C,D,D,A,A,B,B,D,E,F,D,D,D,D,D,D,D,D,D,D,E,A,B,A,C,E,B,A,,,,D,,,,D,D,A,E,E,E,E
556,B,A,C,E,A,D,A,D,D,A,D,D,A,D,A,D,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
557,A,C,B,C,C,B,B,C,B,A,C,C,A,B,B,A,B,A,B,A,B,B,A,B,B,C,C,A,B,C,C,C,C,C,C,C,C,C,B,A,B,B,B,B,E,A,B,,,,D,,,,B,C,A,B,B,A,C
558,B,A,D,E,D,A,B,D,B,D,B,D,D,B,A,A,A,A,A,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
563,B,C,A,E,A,B,B,B,C,A,C,C,A,C,B,D,D,C,C,A,D,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
564,B,A,A,E,B,D,B,A,B,A,C,C,A,A,B,D,D,B,D,A,C,C,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
565,B,A,A,E,D,D,D,D,D,D,D,D,D,D,A,B,B,B,B,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
566,B,A,D,E,A,B,C,B,B,A,C,B,A,B,C,B,C,D,B,A,B,A,A,A,C,F,D,E,F,A,B,C,B,C,A,D,B,B,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
567,A,A,A,C,A,D,D,D,D,A,D,D,A,D,A,D,D,D,D,A,D,D,A,D,C,C,C,E,E,D,C,D,D,D,D,D,D,D,D,D,E,F,D,D,G,E,F,,,,,,,G,E,E,E,E,E,E,E
568,B,C,D,C,B,C,D,B,C,A,D,D,A,B,A,C,C,C,C,A,C,C,A,A,C,B,C,D,E,D,D,D,D,D,D,D,D,C,B,B,B,E,C,B,D,A,A,,,,D,,,,B,D,A,C,D,C,B
569,B,A,A,E,B,B,B,B,C,A,C,B,A,A,B,D,C,A,A,A,C,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
570,A,C,A,B,D,A,A,C,A,D,D,C,D,D,A,A,A,C,A,D,D,C,D,D,C,B,C,A,E,A,A,A,C,A,D,D,C,D,D,C,A,E,C,C,B,A,A,,,,D,,,,A,A,A,A,A,A,A
571,B,B,D,E,A,D,D,A,D,A,D,D,A,B,B,D,D,D,D,A,A,D,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
572,A,B,D,C,C,B,A,A,B,B,C,D,A,B,D,C,B,B,D,A,B,C,B,C,B,B,A,B,A,D,D,D,D,D,D,D,D,D,D,C,B,C,B,B,B,A,C,A,,,,,,,C,D,B,D,B,D,B
573,B,B,D,E,C,C,C,D,C,B,C,D,C,A,C,C,D,B,C,C,C,C,C,C,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
574,A,A,C,A,D,B,D,D,C,D,B,D,C,D,A,B,C,A,B,A,B,B,A,A,C,B,C,A,E,D,B,C,D,C,D,B,D,D,D,C,C,B,B,C,G,A,C,,,,D,,,,A,B,B,B,B,B,B
575,B,B,A,E,D,D,D,D,D,D,D,D,D,D,C,A,B,D,C,D,D,D,A,D,C,F,D,E,F,B,B,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
576,B,C,B,E,C,D,D,A,D,B,C,C,B,C,B,B,C,A,D,A,C,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
577,A,C,A,C,D,D,D,C,C,B,D,D,B,A,D,D,D,D,D,D,D,D,D,D,C,A,C,A,E,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,G,B,C,A,,,,,,,C,A,A,A,A,C,A
578,B,A,A,E,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,C,C,C,F,D,E,F,A,D,D,D,D,D,D,D,D,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
579,B,A,A,E,D,D,A,D,D,D,D,D,D,D,D,C,C,B,C,C,C,B,A,B,D,F,D,E,F,D,C,C,C,C,C,C,C,C,C,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
580,A,B,D,C,B,A,C,C,A,B,A,C,B,B,A,A,B,C,A,B,B,C,B,B,C,B,C,A,E,D,D,D,D,D,D,D,D,D,D,C,C,E,A,C,F,B,B,,,,D,,F,,B,C,B,A,B,B,B
581,A,C,D,C,A,D,D,C,D,C,D,D,C,A,A,D,D,D,D,C,D,C,C,A,B,B,B,A,C,D,D,D,D,D,D,D,D,D,D,C,B,A,A,B,A,B,A,A,,,,,,,A,A,A,A,A,B,A
582,B,C,D,E,A,D,A,A,D,A,C,D,A,C,B,A,C,B,C,A,C,B,C,D,D,F,D,E,F,C,B,D,C,B,C,D,B,C,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
583,B,C,D,E,B,C,B,A,D,A,C,D,A,C,B,A,C,B,C,A,C,B,C,A,D,F,D,E,F,C,B,D,C,B,C,D,B,C,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
584,B,D,B,E,A,C,A,C,D,A,C,D,A,A,B,D,C,A,A,A,A,D,A,A,C,B,B,A,E,D,D,D,D,D,D,D,D,D,D,C,A,E,A,D,F,A,A,,,,D,,,,A,A,A,A,A,A,A
585,B,C,D,E,B,C,B,B,C,A,C,C,A,C,A,C,C,A,B,A,B,B,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
586,B,D,B,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
588,B,C,B,E,B,C,D,D,D,A,D,D,A,B,C,D,D,D,D,A,D,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
589,B,B,B,E,A,D,D,A,D,A,D,D,A,B,A,D,D,B,C,A,D,D,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
590,B,A,D,E,C,C,D,D,D,A,D,D,A,C,D,D,D,D,D,D,D,D,D,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
591,B,A,A,E,B,D,D,B,D,A,D,D,B,C,B,C,D,B,C,B,B,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,B,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
592,A,B,B,C,B,C,C,A,C,A,C,A,A,A,A,B,A,A,A,B,A,C,B,A,B,A,C,A,E,D,C,B,B,C,D,C,D,D,A,C,B,C,D,C,F,C,B,,,,,,,,D,B,B,C,A,B,B
593,B,D,A,E,D,D,D,D,D,A,D,D,B,D,B,B,B,B,B,A,B,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
594,B,A,D,E,D,D,D,D,D,D,D,D,D,D,B,C,D,D,D,C,D,D,C,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
595,B,B,A,E,D,D,D,D,D,D,D,D,D,D,C,D,C,A,D,A,D,D,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
597,A,B,A,C,C,C,B,C,D,B,C,B,B,B,B,C,C,D,D,B,D,C,B,C,B,C,C,A,E,C,D,B,D,D,B,D,C,B,D,C,B,A,A,C,F,B,C,A,,,,,,,B,B,B,B,C,B,B
598,B,B,C,E,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
599,B,A,A,E,D,D,D,D,D,D,D,D,D,D,C,D,C,D,D,A,B,C,B,C,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
600,B,B,C,E,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
601,B,A,D,E,D,D,D,D,D,D,D,D,D,D,A,C,D,A,D,A,D,D,A,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,,I,E,F,,,,,,,G,E,E,E,E,E,E,E
602,B,B,A,E,B,D,C,B,D,A,D,C,A,D,A,A,A,B,A,D,B,A,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
603,B,B,A,E,B,D,D,D,D,A,D,D,A,D,B,D,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
604,B,B,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
605,B,A,,E,A,C,C,D,D,A,D,D,A,B,A,A,D,D,D,A,A,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
606,B,A,B,E,C,D,C,A,D,A,D,C,A,A,C,B,B,A,B,A,A,D,D,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
607,B,B,C,E,B,C,D,A,C,A,D,C,A,A,B,D,D,A,D,A,D,D,D,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
613,B,B,C,E,C,B,C,A,B,A,C,C,A,A,C,A,B,D,A,D,B,B,D,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
614,B,A,C,E,C,D,D,B,C,A,C,A,A,C,B,A,C,D,B,A,A,A,A,C,C,F,D,E,F,D,B,C,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
615,A,A,C,A,B,B,B,D,B,B,B,B,B,C,A,B,C,D,C,A,C,C,A,C,C,B,A,A,B,D,C,D,D,C,D,C,D,D,D,C,B,C,B,B,E,B,B,,,,,E,,,A,B,A,B,C,B,B
