,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75
259,D,A,B,B,D,A,D,D,D,D,D,D,D,D,D,D,C,C,C,D,B,B,B,B,B,B,B,B,B,B,C,B,C,A,B,A,B,B,B,B,C,D,A,A,A,A,,,,,C,A,C,A,A,A,D,C,A,A,B,C,C,A,B,B,A,B,B,A,A,E,B,B,B,C,C,C,A
260,D,A,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,A,A,A,A,A,A,A,B,B,B,B,C,C,A,B,B,B,B,B,B,B,B,D,A,,,C,,,E,A,B,D,B,B,B,D,C,C,C,C,C,C,B,B,B,B,A,B,E,D,D,D,D,C,B,A,C
261,A,A,E,B,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,A,A,A,A,A,A,A,D,B,C,B,C,A,B,A,A,B,B,A,D,E,E,E,E,,,,,E,E,E,E,E,D,D,D,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A
262,B,A,A,B,D,D,D,D,D,D,D,D,A,B,A,C,C,B,B,B,B,C,A,C,B,C,A,A,C,B,D,C,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,E,A,E,E,A,D,D,B,A,A,A,B,A,A,A,A,C,B,C,F,A,E,E,A,A,D,D,B,C
263,D,A,A,D,D,B,D,B,D,C,D,D,A,C,A,C,A,D,A,A,B,C,B,C,D,C,C,D,C,B,C,B,B,D,A,A,A,B,A,B,A,D,A,A,A,A,,,,,E,A,E,E,D,C,B,C,A,A,B,D,D,D,A,B,A,B,A,C,B,B,C,B,A,D,C,C,C
264,A,A,E,A,D,D,D,D,D,D,D,D,B,C,A,B,C,B,C,B,B,B,A,B,C,A,C,B,C,A,A,A,A,D,A,C,E,B,B,A,D,E,E,E,E,,,,,E,E,E,E,E,C,C,B,D,C,D,B,B,B,C,B,A,C,B,C,F,E,E,E,E,E,D,D,D,B
265,B,A,B,B,D,D,D,D,D,D,D,D,A,C,B,B,A,B,A,B,B,B,A,B,A,B,A,B,C,B,C,C,C,B,E,C,E,B,B,B,C,E,E,E,E,A,,,,,E,A,E,C,B,B,C,B,A,A,A,B,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
266,C,A,D,C,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,C,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,D,,A,A,A,A,A,C,C,D,D,D,D,D,D,D,B,B,C,B,C,D,B,C,B,D,C,B,C,D,A
267,D,A,B,A,D,B,D,B,D,D,D,D,A,C,A,C,A,A,A,A,B,A,A,B,A,B,A,A,C,B,D,B,A,D,B,C,B,B,B,B,C,B,C,B,B,,,C,,,A,A,A,B,A,A,B,C,C,B,C,B,A,A,B,B,B,,C,D,C,D,B,C,B,C,B,B,C
268,B,B,C,A,D,D,C,D,D,D,D,C,A,D,A,D,A,C,A,A,A,D,A,C,A,C,A,A,B,C,C,C,C,A,C,B,B,B,B,B,C,D,A,A,A,A,B,,D,E,A,D,C,A,B,A,B,C,A,B,B,A,B,A,A,A,B,B,B,A,A,E,B,B,B,C,A,D,C
269,A,A,E,A,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,B,D,C,C,B,F,C,E,A,B,B,D,E,E,E,E,A,,,,,D,A,E,E,A,B,D,C,A,A,A,A,A,A,B,A,C,B,C,F,A,E,E,E,E,D,D,D,A
270,D,A,A,B,C,A,D,B,D,B,D,D,A,D,B,D,A,D,B,B,A,A,A,A,A,A,A,A,C,B,D,B,C,A,B,A,C,A,A,A,C,B,A,A,A,A,B,,,,A,A,B,D,B,A,C,A,B,C,B,A,C,C,B,B,A,B,A,C,C,B,D,A,B,C,C,B,A
271,D,A,D,B,C,B,D,C,D,C,D,D,A,C,A,D,A,D,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,A,B,A,A,B,B,B,A,D,A,A,A,A,,,D,,D,A,D,A,B,B,C,D,A,A,A,C,C,C,B,A,B,B,B,B,B,A,A,B,B,B,C,B,C
272,C,A,B,B,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,,,,,D,A,C,A,C,B,B,A,A,B,A,C,C,D,A,A,A,B,B,C,C,B,C,B,B,C,C,B,B
273,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,C,C,B,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,C,D,A,A,A,B,A,A,B,B,C,B,C,F,E,E,E,E,E,D,D,C,C
274,A,A,B,A,D,A,C,A,D,C,A,B,D,A,B,C,D,B,A,B,D,C,B,A,B,C,B,A,B,C,B,C,B,C,E,A,A,B,A,B,A,E,B,E,D,,,C,,,A,C,E,B,C,A,D,B,D,C,B,D,A,C,B,A,B,,C,A,D,B,E,B,A,A,A,B,C
275,D,C,E,D,C,C,B,,B,D,C,B,B,B,B,C,D,B,C,D,C,B,C,B,C,D,C,B,A,D,C,A,D,C,F,C,D,B,B,A,C,B,C,B,B,,,C,,,E,D,C,D,B,C,B,D,B,D,B,A,B,C,B,A,C,A,B,C,E,D,D,C,D,C,D,C,C
276,B,B,B,B,C,C,D,A,A,B,C,B,B,A,C,B,D,C,B,C,B,D,D,D,D,D,C,B,B,B,C,D,A,B,F,B,C,B,B,B,C,E,E,E,E,,,,D,,A,B,A,B,C,B,C,D,B,B,C,B,C,B,A,A,B,B,C,B,C,B,E,E,E,B,C,C,B
277,D,B,D,B,D,B,D,A,C,B,D,A,C,C,D,B,D,B,C,A,C,B,D,A,D,B,C,A,D,B,C,B,D,B,A,B,B,B,A,B,C,A,D,B,D,,,,D,,E,C,B,C,C,B,D,B,C,C,B,D,B,D,B,B,C,A,C,E,E,E,C,D,C,C,D,B,C
278,D,A,B,B,B,B,D,C,D,D,C,D,A,B,A,C,B,C,A,A,B,C,A,C,B,C,A,A,D,B,C,B,C,A,C,B,B,B,A,A,C,C,A,B,A,,B,,,,C,A,C,D,B,B,C,B,B,B,B,C,C,C,B,B,B,B,B,B,C,B,C,C,B,A,C,B,A
279,C,A,D,C,D,D,D,D,D,D,D,D,B,C,B,C,C,D,B,B,A,B,A,B,A,C,B,B,D,B,C,A,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,A,A,A,C,C,D,A,A,B,B,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,A
280,D,A,B,A,C,B,D,A,D,A,D,D,C,B,D,A,D,A,D,D,B,A,B,A,C,A,D,C,C,C,C,A,C,B,B,A,B,A,B,A,A,D,A,A,A,A,B,C,D,,A,A,B,A,B,A,D,D,A,A,A,D,B,B,B,B,A,B,A,C,C,A,B,A,B,B,C,A,C
281,B,C,B,B,D,D,D,D,D,C,D,D,A,D,A,D,B,D,B,A,A,B,B,C,B,B,C,C,D,D,D,D,A,B,D,A,B,B,B,B,A,D,A,C,D,,,,D,,C,B,C,B,A,B,,C,B,C,B,B,B,C,B,B,B,A,B,C,B,E,C,C,C,C,C,D,A
282,D,A,B,B,D,A,D,D,D,D,D,D,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,A,A,B,B,B,B,B,B,A,C,A,A,A,A,,,,,A,A,D,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,C,B,A,D,A,A,B,B,B,C
283,*,B,A,A,D,A,D,B,D,D,D,D,A,D,A,C,A,A,A,A,A,B,A,B,C,A,B,B,D,B,C,B,C,A,B,A,A,B,A,B,A,D,A,A,A,,,,D,,A,A,D,C,A,A,D,A,A,A,A,A,A,A,A,A,B,B,B,C,B,A,A,A,A,A,A,A,A
284,D,B,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,D,B,D,A,C,C,B,A,B,B,B,A,C,C,A,B,A,,B,,D,,D,B,B,D,C,B,C,C,C,C,C,C,C,C,A,B,A,B,A,D,E,B,C,B,B,A,B,B,A
285,B,C,A,B,D,B,B,D,B,B,D,B,D,C,A,D,C,A,C,A,C,D,B,D,C,D,B,C,D,A,B,C,B,C,F,B,D,B,A,A,B,D,B,E,D,,B,,,,E,B,C,D,B,A,C,D,B,C,A,C,B,D,B,A,B,A,C,F,C,A,D,C,B,D,C,A,C
286,D,A,C,B,C,A,D,B,D,A,D,D,B,B,A,A,B,C,A,A,A,B,A,C,B,C,A,B,A,B,A,A,C,A,B,A,B,B,B,B,A,D,C,A,A,,B,,,,A,B,C,B,C,A,D,C,A,A,B,A,D,D,B,B,B,B,A,C,C,A,B,A,B,A,A,A,A
287,C,A,C,B,D,D,D,D,D,D,D,D,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,C,B,A,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,,A,A,E,E,B,A,A,C,B,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
288,A,A,A,D,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,A,A,A,A,A,A,A,A,C,D,C,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,D,,A,A,A,A,A,A,D,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,C
289,C,A,E,D,D,D,D,D,D,D,D,D,A,A,A,A,A,C,A,A,A,C,A,B,A,B,A,A,A,C,D,D,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,D,,A,A,E,A,B,A,C,D,A,A,A,A,A,C,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
290,D,A,D,D,D,B,D,B,D,B,D,D,B,B,B,B,C,B,C,B,A,B,A,B,B,B,B,A,C,B,D,B,C,A,C,B,D,B,B,B,A,D,A,A,A,A,B,,D,E,A,A,B,A,A,B,B,D,A,A,C,A,B,A,A,B,B,B,B,A,E,A,A,D,C,C,C,C,C
291,D,A,A,A,D,A,D,A,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,,B,B,B,C,C,D,D,D,D,D,F,C,D,B,B,A,C,E,E,E,D,,B,,,,A,B,C,E,D,B,B,B,A,C,A,A,B,C,B,B,C,B,C,D,E,E,E,E,D,A,A,A,A
292,D,A,D,D,D,D,D,D,D,D,D,D,D,C,D,*,D,C,B,B,B,D,D,D,D,D,D,D,D,D,,D,D,,F,C,E,,B,B,D,E,C,D,E,,,,,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,B,C,,,D,D,D,D,D,D,D,D,D,C
293,D,A,D,A,C,A,D,B,D,A,D,D,A,A,A,A,A,A,A,A,B,C,B,C,C,C,C,B,D,C,B,C,D,A,C,B,C,B,B,A,A,D,A,C,A,,,C,,,C,A,A,A,D,D,D,D,A,A,A,A,A,A,A,B,B,B,A,E,D,A,A,B,D,B,B,B,C
294,D,A,D,A,C,A,D,B,D,A,D,D,A,A,A,A,A,A,A,A,B,C,B,C,C,C,C,B,D,C,B,C,D,A,B,A,C,B,A,A,A,D,A,C,A,,,C,,,C,A,A,A,D,D,D,D,A,A,A,A,A,A,A,B,B,B,A,E,D,A,A,B,D,B,B,B,C
295,D,A,B,B,C,A,D,B,D,C,D,B,A,A,A,B,A,B,A,A,A,A,A,C,A,C,A,A,A,C,D,C,C,A,C,A,C,B,B,A,C,C,A,C,A,,B,,,,C,A,B,B,B,B,B,A,C,B,B,C,C,C,B,B,B,B,A,D,D,B,B,B,C,A,A,B,C
296,D,A,B,B,D,B,D,B,D,A,D,D,B,D,A,C,D,B,D,D,A,A,A,A,A,A,A,A,C,C,C,B,A,A,C,A,A,B,B,B,A,C,A,B,A,,B,,D,,A,A,D,A,C,B,C,B,B,A,A,B,C,C,B,B,A,B,B,A,C,B,B,B,A,C,A,B,A
297,B,A,B,C,B,A,C,B,D,A,C,B,A,C,A,B,,,,,,,C,B,C,B,C,B,A,C,B,C,,,B,B,A,A,A,A,,,C,B,C,,,C,,,B,C,B,D,A,C,B,,,B,C,B,A,C,B,B,A,B,B,B,C,A,B,B,B,C,C,B,C
298,D,A,C,A,B,B,A,C,A,C,D,A,B,C,A,C,B,C,B,A,C,A,B,B,B,A,B,C,C,C,B,C,A,C,A,C,B,A,B,A,B,B,A,C,B,,,C,,,C,B,C,B,A,C,B,C,B,C,A,C,B,B,A,B,A,B,A,B,A,C,A,C,A,C,A,B,A
299,B,,A,B,D,D,D,D,D,D,D,D,D,A,A,B,A,C,D,D,A,A,A,A,A,A,A,A,C,C,C,C,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,B,D,A,B,B,A,A,C,B,A,A,C,B,C,F,E,E,E,E,E,D,D,A,C
300,D,B,D,C,C,D,D,C,C,C,C,C,C,C,B,C,B,D,B,C,C,C,B,B,A,C,B,C,C,C,B,D,C,C,D,C,C,B,B,B,B,B,B,B,B,,B,,,,C,C,C,C,C,C,C,C,C,C,C,B,C,B,B,B,B,B,B,B,D,D,C,D,B,C,B,C,C
301,D,A,C,B,B,B,C,B,B,B,A,C,A,B,B,B,A,B,A,C,A,B,B,B,A,B,A,C,B,B,C,B,B,B,B,B,C,B,B,A,B,B,A,A,A,,B,,,,B,A,B,C,C,A,B,B,C,B,B,B,C,C,B,A,A,B,A,B,D,B,B,B,A,A,C,B,C
302,A,A,A,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,E,E,E,D,D,D,A,A,A,A,A,A,A,B,B,C,B,C,F,E,E,E,E,E,D,D,D,C
303,D,C,A,B,D,D,D,C,B,A,C,D,C,B,D,D,D,B,A,D,A,D,D,,B,D,A,C,A,D,B,D,B,D,F,C,E,B,B,A,D,E,E,E,E,,,,D,,B,E,E,E,C,A,B,A,A,A,A,B,C,D,A,A,C,A,C,F,E,C,C,B,E,D,B,B,B
304,D,A,B,B,D,B,D,A,D,A,D,D,B,C,A,A,D,A,D,D,C,B,B,B,D,A,D,D,C,A,C,D,D,B,B,A,B,B,B,A,A,C,B,D,A,,B,,,,D,A,B,B,C,A,D,A,B,C,B,A,C,D,B,B,A,B,A,D,D,C,D,A,D,C,A,D,A
305,C,A,A,B,D,D,D,D,D,D,D,D,A,D,A,C,A,D,A,A,A,A,A,C,B,C,A,A,C,C,D,C,C,B,A,A,A,A,A,A,C,C,A,A,A,A,,,D,E,C,A,D,A,B,B,D,A,C,C,A,A,B,B,B,A,A,B,B,A,B,A,B,A,A,C,C,B,A
306,D,A,A,B,D,B,D,C,D,C,D,D,A,C,A,B,A,C,A,A,B,B,B,B,B,B,B,B,C,B,D,B,C,A,B,A,D,B,B,B,A,C,A,A,A,A,,,,,D,A,D,A,B,B,D,A,A,A,A,A,B,B,B,A,A,B,B,A,B,B,C,A,A,C,C,B,C
307,A,A,B,A,C,C,D,B,A,D,D,B,D,C,A,B,C,B,D,B,C,B,A,A,B,C,B,D,B,C,B,B,C,B,A,C,B,A,B,A,B,E,B,C,B,A,,,,,A,C,B,D,B,D,C,B,C,A,C,B,C,A,B,B,B,A,C,B,E,C,B,A,D,C,B,B,C
308,D,B,B,B,B,B,D,A,A,C,A,A,A,C,B,B,B,C,C,A,B,C,D,A,B,C,B,B,B,B,C,B,C,A,B,C,C,B,A,B,A,B,C,B,B,,,C,,,B,C,B,A,A,A,A,A,A,B,C,B,A,D,A,B,A,B,A,C,B,C,B,B,B,C,C,C,C
309,D,A,D,D,D,B,D,B,D,A,D,D,A,D,A,D,B,C,A,A,A,A,A,A,A,A,A,A,B,B,D,B,A,A,D,A,B,B,B,B,A,D,A,A,A,,,,,E,A,A,B,B,B,A,D,D,A,A,A,A,A,A,A,A,A,B,B,D,C,A,A,A,A,A,B,B,A
310,D,A,D,D,B,B,D,D,D,A,D,D,D,B,D,B,C,D,D,D,A,A,A,A,A,A,A,A,D,A,D,A,A,A,C,A,A,B,B,B,A,D,A,A,A,,,,,E,A,D,A,A,A,D,D,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,C,D,A,A,A
311,D,A,C,D,B,B,C,B,D,C,B,C,B,B,B,B,C,B,C,B,A,B,A,A,A,A,A,A,B,B,C,A,C,A,B,B,B,B,B,B,B,B,A,B,A,,B,,,,B,A,B,D,C,B,C,B,B,B,B,A,A,A,A,B,A,A,B,B,B,D,B,C,B,C,B,C,C
312,D,B,C,A,D,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,A,D,A,B,A,B,B,A,A,B,B,D,A,B,A,B,,D,,A,A,C,B,C,A,C,B,C,D,B,A,C,C,B,B,A,B,A,C,C,B,D,C,A,C,C,C,A
313,A,A,D,B,D,D,D,D,D,D,D,D,A,D,A,C,A,C,A,A,A,A,A,A,A,A,A,A,C,B,C,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,A,A,B,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
314,D,B,A,D,B,A,D,A,D,C,D,D,A,D,A,A,D,C,D,D,A,A,D,A,D,C,D,A,C,B,D,C,C,A,A,A,A,B,B,A,A,D,A,A,A,A,B,,D,,A,A,D,A,B,D,D,A,A,A,A,A,B,A,A,A,A,B,B,A,B,A,C,D,A,A,A,A,A
315,D,A,C,B,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,C,D,C,D,C,D,C,C,D,A,A,A,A,A,C,B,C,B,B,B,A,B,B,B,B,A,,C,,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A
316,D,,C,B,A,B,C,C,D,A,D,D,A,B,A,B,D,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,C,A,B,B,C,A,A,A,A,D,A,A,A,,B,C,,,B,B,D,C,B,C,C,A,A,A,A,A,A,A,B,A,B,B,B,D,D,A,A,B,B,A,A,A,A
317,B,A,A,A,D,D,D,D,D,D,D,D,A,C,B,C,C,C,B,B,A,A,A,A,A,A,A,A,C,B,D,C,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,E,E,A,A,D,B,A,A,D,D,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
318,C,A,B,C,D,D,D,D,D,D,D,D,C,B,C,B,C,B,C,B,C,B,D,B,B,B,B,B,B,C,D,B,B,B,F,C,E,B,B,B,D,E,E,E,E,A,,,,,E,A,E,E,A,A,D,A,A,A,A,A,A,A,B,B,C,B,C,F,A,E,E,E,E,D,D,C,A
319,D,A,D,B,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D,B,D,A,D,A,D,B,A,A,C,D,D,D,A,C,A,B,B,A,B,A,D,A,A,A,,,,D,,A,A,C,C,A,A,D,B,A,A,A,A,B,A,A,A,A,B,B,D,B,A,A,D,A,B,C,D,A
320,D,A,B,A,D,D,D,D,D,D,D,D,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,C,C,C,B,C,A,C,B,B,B,B,B,C,D,A,A,A,A,,,D,E,D,A,C,B,C,B,B,A,B,A,A,B,B,A,B,A,A,B,B,A,B,A,A,A,A,C,C,B,A
321,D,A,B,B,C,C,B,B,D,B,D,D,C,B,B,B,B,B,C,C,B,B,B,B,B,B,A,B,C,C,B,C,D,C,B,A,B,B,B,B,A,C,B,B,D,A,,C,,,B,A,B,B,C,C,D,B,B,B,C,C,D,C,B,B,A,A,A,E,C,A,B,B,A,A,C,B,A
322,C,A,A,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,C,C,B,B,A,A,B,B,B,A,D,A,A,A,A,,,,,A,A,D,A,A,A,D,B,A,A,A,A,A,A,A,A,A,B,B,,A,E,A,A,A,C,C,B,C
323,D,A,B,B,C,B,D,B,D,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,C,D,B,C,A,B,B,C,B,B,B,C,C,B,D,A,A,,,,,C,A,B,B,B,B,B,B,C,B,B,C,C,B,B,B,A,B,B,B,D,B,C,B,B,C,C,C,C
324,B,A,A,D,D,D,A,A,D,A,D,D,B,D,B,D,B,D,A,B,B,B,A,C,A,C,B,D,B,D,D,C,D,A,F,C,E,B,A,A,D,E,E,E,E,,,,,E,A,A,E,E,D,A,C,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,C
325,B,A,B,C,D,D,D,D,D,D,D,D,B,D,B,C,D,D,B,C,A,D,B,D,D,D,B,B,C,C,D,C,B,D,F,C,E,B,A,B,D,E,E,E,E,A,,,,,A,A,E,E,D,B,B,B,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,B,C,C
326,B,A,A,A,D,D,D,D,D,D,D,D,A,C,B,C,B,B,B,B,B,B,A,B,B,B,B,A,C,B,C,C,D,B,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,B,A,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
328,A,A,A,A,D,D,D,D,D,D,D,D,A,B,A,B,A,B,A,A,C,B,C,C,D,B,D,D,C,B,C,B,C,B,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,B,A,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
329,A,A,D,B,D,D,D,D,D,D,D,D,B,C,A,C,B,C,A,A,B,D,B,C,B,B,D,A,A,C,D,C,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,A,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
330,,A,A,B,D,D,,C,C,A,D,C,C,B,D,A,D,B,D,D,D,D,D,D,B,D,C,D,*,D,D,D,D,D,B,C,E,B,B,B,,,D,E,E,,,,,E,E,A,E,E,D,D,D,B,B,C,A,B,D,D,B,B,C,B,C,E,E,E,E,E,E,D,D,D,C
332,D,A,C,C,B,C,D,B,D,B,D,D,C,C,A,B,B,B,B,C,A,C,A,B,A,B,A,A,C,C,D,D,D,A,B,A,B,B,A,B,A,D,A,A,A,,B,,,,E,A,B,B,B,B,C,C,A,B,A,A,A,B,A,B,B,B,B,E,D,A,B,A,C,B,C,A,A
333,A,A,A,B,D,B,D,B,D,D,D,D,D,B,A,D,D,B,B,B,B,B,B,A,C,C,B,A,A,B,D,D,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,B,D,D,D,D,D,D,D,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
334,A,A,E,A,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,D,A,D,A,D,A,A,D,A,D,A,A,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,B,A,E,E,A,A,C,D,A,A,D,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,A
335,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,B,B,B,A,A,F,C,,B,B,B,D,D,D,D,D,,,,,E,C,*,E,E,D,D,D,D,D,D,D,D,D,D,A,A,A,A,C,F,A,E,E,E,E,D,D,A,C
336,B,A,A,A,D,B,D,B,D,B,D,B,B,B,C,B,D,B,D,D,B,B,B,B,A,B,A,A,C,A,B,A,C,C,B,A,A,B,A,A,A,C,A,A,A,,,,,E,E,A,D,A,C,B,B,A,C,C,C,C,C,C,B,A,B,B,B,B,B,A,A,A,A,B,B,B,C
337,D,A,B,C,D,A,D,D,D,D,D,B,A,B,B,B,B,B,C,C,A,A,B,C,C,C,B,B,B,B,B,B,C,C,A,B,B,B,B,B,B,B,B,D,A,,,C,,,B,A,A,C,C,A,A,B,D,C,A,D,D,D,B,B,A,B,B,B,D,D,D,C,C,B,C,C,A
340,A,A,D,A,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,B,C,A,C,B,C,A,A,A,B,D,B,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,D,A,E,E,A,A,A,B,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,A
343,D,A,D,A,B,C,D,B,D,B,D,D,B,C,A,B,C,B,A,A,A,C,A,A,B,C,A,A,C,C,D,D,B,A,A,B,C,B,B,B,A,D,A,A,A,,B,,,,A,A,B,A,D,B,B,D,A,A,B,B,B,B,A,B,C,B,B,A,A,A,A,D,D,C,B,B,C
344,A,A,A,A,D,A,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,D,A,C,B,A,A,A,B,D,C,D,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,A,B,B,A,C,E,E,C,E,E,E,C,D,A,A
346,D,A,C,A,B,B,D,C,D,D,D,D,A,B,A,B,B,C,A,A,A,B,A,B,A,B,A,A,D,B,C,A,C,A,C,A,C,B,B,B,A,D,A,A,A,,B,,D,,A,A,B,A,B,B,B,C,A,A,A,A,C,A,B,B,B,B,B,D,C,A,A,A,A,A,A,A,A
347,A,A,E,A,D,D,D,D,D,D,D,D,A,C,A,B,D,C,A,B,B,C,A,B,B,B,B,A,A,D,D,D,C,B,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,A,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,C,C
348,D,A,D,B,B,A,D,A,D,C,D,C,B,A,C,A,D,B,A,B,A,B,B,B,B,B,B,B,C,B,D,B,C,A,C,B,D,A,A,A,A,D,A,A,A,A,,,,,A,A,A,C,B,B,B,D,A,A,A,A,A,A,A,B,A,B,B,C,E,A,A,A,C,A,A,A,C
349,D,,A,A,B,B,D,B,C,B,D,D,A,C,A,B,A,C,D,D,A,A,A,C,A,B,A,A,D,A,D,A,C,A,A,B,C,B,A,A,B,B,C,D,A,,B,C,,,B,A,B,C,D,C,A,B,C,A,D,D,D,D,B,B,A,B,A,D,D,C,D,B,B,C,C,A,C
351,B,A,A,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,C,C,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,E,E,D,D,D,D,A,A,A,A,D,A,A,A,C,A,,F,E,E,E,E,E,D,D,D,C
352,B,A,A,B,B,D,B,D,D,D,C,C,A,D,B,D,D,D,A,C,A,D,A,D,A,D,A,A,B,D,D,C,D,D,B,A,B,B,A,B,A,D,A,A,A,,,,,E,E,A,D,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A,C,A,A,A,A,C,C,C,C
353,A,A,D,A,D,C,D,D,D,D,D,D,A,C,A,D,D,D,D,D,A,A,D,B,D,B,D,D,D,A,D,B,C,B,F,C,E,B,B,B,B,B,B,B,B,,,,,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,C,C,A,D,E,E,E,C,C,A,A
