Folio,Género,Edad,Escuela,ImF1,ImF2,ImF3,ImF4,ImF5,ImF6,ImF7,ImF8,ImF9,ImF10,ImF11,ImF12,ImF13,ImF14,ImF15,ImF16,ImF17,ImF18,ImF19,ImF20,ImT21,ImT22,ImT23,ImT24,ImT25,ImT26,ImT27,ImT28,ImT29,ImT30,ImT31,ImT32,ImT33,ImT34,ImT35,ImT36,ImT37,ImT38,ImT39,ImT40,ImD41,ImD42,ImD43,ImD44,ImD45,ImD46,ImD47,ImD48,ImD49,ImD50,ImD51,ImD52,ImD53,ImD54,ImD55,ImD56,ImD57,ImD58,ImD59,ImD60,ThetaImFin,ThetaImTra,ThetaImRisk,ThetaImRen,ThetaImCom,ThetaTenFin,ThetaTenCom,ThetaTenRen,ThetaTenRisk,ThetaTenTra,ThetaDañCom,ThetaDañRen,ThetaDañRisk
615,1,1,5,2,2,1,2,1,3,2,1,2,2,2,3,2,2,1,2,1,2,1,0,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1,1,0,1,1,0,2,3,2,3,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,.62945664,.19930369,.62241727,.6578995,.3322486,.13391142,-.16404814,.13861448,.19529928,.098328598,1.2171651,.86708963,.29332697
616,1,1,5,0,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,2,0,3,1,1,2,1,2,2,3,1,2,3,3,2,3,2,3,2,2,3,3,3,3,-.097380191,.11538603,.37521976,.060945131,-.42554876,.1014822,-.62199318,.13861448,1.0719638,-.44072965,.63009834,.26993239,.85373992
617,0,2,5,1,1,1,1,1,3,3,1,3,3,0,3,2,2,3,3,0,3,2,3,1,1,0,1,0,2,2,2,3,2,0,2,2,1,2,2,0,3,2,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,2,3,-.11402199,1.7746874,1.3623173,.3640945,.44769579,-.22824681,.10668967,.84348106,1.157958,.74703431,-.41261625,-.017886361,-.55057013
618,0,2,5,1,2,2,3,3,2,3,2,3,3,2,3,3,2,2,2,2,1,1,2,1,1,1,3,3,1,2,3,2,3,3,2,1,2,3,1,3,0,1,1,1,2,3,2,3,1,3,1,2,1,3,1,1,2,1,2,1,2,3,3,1.7830437,1.1680012,.73372257,1.1082047,.15048777,1.5485145,-.16404814,.9009248,.3589133,1.4275198,.33790579,-.16854246,-.3382099
619,1,1,5,2,0,2,2,1,2,0,2,2,2,1,2,1,0,2,2,3,1,1,2,3,1,1,1,1,1,0,0,2,0,1,1,2,0,0,0,3,1,0,0,0,3,1,3,2,2,0,2,1,2,1,3,2,1,1,2,1,3,2,3,.15372747,.38538423,.79851305,.39344689,.10194343,.30064252,.22402619,-.78059703,-.020119576,-.95937544,-.30828333,-.010616519,-.44138059
620,1,1,5,2,2,3,2,1,2,3,2,2,3,2,2,1,2,3,2,0,1,2,1,2,2,2,1,0,2,2,3,2,2,1,2,1,0,2,3,1,1,2,1,2,2,3,2,2,1,1,2,3,2,1,1,2,3,2,2,3,3,3,3,.39118069,1.3001554,.77665484,1.1082047,.35401827,-.13148063,.4715873,1.7431344,.77905738,.74703431,.92445475,.13418667,.85373992
621,0,1,5,1,0,1,2,1,3,2,1,0,2,1,3,1,0,2,1,0,0,2,1,1,1,0,2,2,3,1,1,0,2,2,1,3,1,0,1,3,0,1,3,1,3,3,3,3,3,3,2,3,1,0,0,1,3,2,1,3,3,3,2,.15372747,.65682626,.46919632,-.33629614,-.56307292,1.0817008,-.59654182,.13861448,.50740951,-.22984828,1.4301853,.22952399,.19658166
622,1,1,5,0,1,2,1,2,1,1,1,2,2,1,3,1,2,0,1,2,2,1,3,2,1,1,2,2,3,1,1,2,1,3,0,2,1,2,1,2,1,2,1,2,1,2,0,1,3,3,0,1,2,2,0,1,1,2,3,1,3,1,2,.13859808,-.13894558,.97403967,.060945131,-.65375435,1.0781153,.5084759,.13861448,.86048758,-.090752929,.89779073,.12399738,-.88428652
623,0,1,5,2,1,1,3,2,2,1,1,2,2,2,1,3,1,2,0,2,3,1,1,0,0,1,2,1,2,1,0,2,2,1,2,2,1,1,0,2,2,0,0,0,3,0,2,2,0,3,3,2,2,2,2,2,3,3,3,3,3,3,3,1.4007336,.11538603,.98177797,-.1524858,-.12134644,.52110779,-.094209522,-1.3074093,.058316298,.41420463,-1.4053853,1.3893493,.85373992
624,1,1,5,1,0,3,2,1,2,1,0,1,2,1,2,1,1,1,0,0,3,1,0,1,0,2,1,1,1,1,0,1,1,1,1,1,1,2,0,0,2,0,0,0,3,1,2,2,2,3,3,3,2,2,2,2,2,3,3,3,2,3,3,.15372747,-.029092822,.5739553,-1.3669701,-.12900431,.13391142,-.1997651,-1.3074093,-.29674301,.18447703,.085328393,1.3893493,-.11071451
625,1,2,5,1,2,3,3,3,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,3,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,2,2,3,3,2,2,2,3,1,3,1,3,3,1,1,2,2,1,2,1.1853721,-.30347511,1.0913986,.42391449,-.12900431,.45536378,-.052709498,-.15581973,-.50430375,-1.5081917,.66932446,-.18543279,-1.0126867
626,1,1,5,1,2,1,1,0,1,1,2,1,2,0,2,0,0,2,2,0,0,2,2,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,3,1,3,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,-1.1161851,.38538423,.59703606,1.1082047,-1.1063514,-.75863916,-1.8047668,-.15581973,.76788616,.15104237,.67014682,.56156874,.85373992
627,0,1,5,2,1,3,3,3,3,2,2,3,3,3,3,3,3,1,1,1,3,1,0,1,1,2,3,3,1,1,1,2,1,3,1,3,1,1,1,3,3,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2.2146916,.72359467,.75539249,.49195027,1.286094,2.0837901,.043912798,.13861448,.21159463,-.15791251,-.41261625,-.23746957,.29332697
628,1,1,5,2,1,2,2,2,3,1,2,2,2,2,2,2,1,2,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,3,3,2,2,.89297241,.38538423,.45924982,.29391101,.55110204,.13391142,-.3978422,.13861448,.43908387,-.15791251,.34293532,-.32842207,-.40523377
629,1,2,5,1,1,1,2,3,1,1,0,1,3,3,3,3,2,3,1,2,0,3,3,,,0,3,0,3,2,1,1,2,1,2,0,2,1,2,1,0,2,1,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,1.7510027,1.7746874,1.3786352,-.39366832,-1.1063514,-.076734267,-.12881084,.43690515,.58605242,.41420463,1.1432611,.96595824,-.050527688
630,1,1,5,3,1,3,3,3,3,1,0,3,1,3,1,2,2,1,0,3,3,1,1,3,1,3,3,3,3,1,0,3,1,3,1,2,2,1,0,3,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,3,1.7722183,-.69657743,1.0877401,-.6840384,1.6678367,1.6633348,1.7652106,-.78059703,.83762461,-.15791251,.043857124,-.55864775,-1.7914009
631,1,1,5,1,2,0,2,1,1,2,2,1,2,2,1,0,0,1,1,1,2,1,2,1,1,1,1,2,1,1,0,1,0,1,1,1,0,1,0,1,2,0,2,2,2,3,1,1,2,2,3,1,2,2,1,2,3,1,1,1,2,1,1,.21475376,-.30347511,.82185698,.89270037,-1.3316534,.35790798,-.3978422,-.78059703,.2858032,-.46417281,.85067338,.17500903,-1.1855509
632,1,1,5,1,2,2,3,1,2,2,0,1,3,1,0,2,1,2,1,0,0,2,1,1,2,2,1,2,0,2,1,2,0,1,2,3,2,1,0,1,1,2,1,3,1,2,1,1,2,1,0,3,1,2,1,3,1,2,2,0,3,1,2,.59168464,.42598125,.46919632,-.039317548,-.36059564,.67270529,-.18121405,.078662843,.77905738,-.18547791,1.0183096,-.57438856,-.94714195
633,0,1,5,1,2,1,2,2,3,3,3,3,2,2,3,2,2,2,3,0,2,2,0,1,3,1,2,2,3,2,3,2,2,2,2,2,0,3,3,0,1,2,0,1,2,1,1,1,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,.89297241,.65682626,.8578797,1.7902701,.44769579,.92632848,.27114433,2.1275382,.53912187,1.0207466,.31495366,.27994195,-.26473156
634,0,2,5,3,3,3,3,3,3,3,3,2,1,3,2,3,1,0,2,3,3,3,3,,,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.2146916,-.85581672,2.4054384,2.0099378,1.1644477,-.75863916,-1.6470361,-.25351617,.39225593,-.84079105,2.0206099,1.8356935,.85373992
635,0,1,5,2,1,2,3,0,2,2,1,3,2,1,2,3,2,0,1,0,0,0,0,2,1,2,2,0,2,1,1,3,1,1,1,2,0,0,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,.56384867,-.37115443,-.99547136,.060945131,.34200382,.29588687,.67267269,.13861448,-.60867023,-.54590893,2.0206099,1.8356935,.85373992
638,1,0,5,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,0,1,2,1,1,1,0,1,1,1,0,0,0,1,2,2,2,2,1,0,2,1,2,3,1,1,0,3,2,1,1,0,1,0,2,1,0,1,.79972589,.55988252,.24576542,.3640945,-.65375435,.1837028,-.68972141,.4747906,1.1048002,-.54590893,.61020547,-.79742044,-1.5792888
641,1,1,5,1,0,1,1,1,1,2,1,1,1,3,1,1,0,1,3,0,2,0,0,,,2,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.23750575,-.69657743,-.13352457,-.050804202,-1.1063514,-.080228381,-.42206457,.12031788,-.39616859,.15104237,.68207657,.13418667,-.7332114
642,0,0,5,1,0,2,3,3,3,0,0,2,1,2,3,2,0,0,1,0,2,2,2,1,2,1,0,2,3,3,3,0,0,2,1,2,3,2,0,0,1,0,2,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1.444701,-.71397281,1.0653987,-.92648959,.36106741,.61011481,-.29185888,1.0120106,-.049296044,-.10183399,-.31744173,-1.2700942,-2.1353357
643,1,0,5,2,0,3,2,2,3,2,0,3,2,2,2,2,2,2,2,0,3,2,3,2,0,1,1,1,2,1,0,2,1,1,1,2,2,1,1,0,1,1,2,0,1,0,1,1,0,1,1,0,2,1,1,1,0,1,0,2,2,2,2,.89297241,.38538423,1.3623173,-.74903476,1.286094,.30064252,.30213195,-.73759902,.41152036,-.15791251,-1.9852479,-.71283627,-.7332114
644,0,0,5,3,2,3,2,2,3,2,2,3,3,1,2,2,1,2,2,0,0,0,1,3,1,3,2,1,3,1,1,2,2,1,1,1,0,2,1,0,1,1,0,1,3,2,2,2,1,2,2,3,3,2,2,2,2,2,2,3,2,3,2,.65632522,.82388866,-.63944167,1.1082047,1.6678367,.34685326,1.2627952,.13861448,.19529928,.51029098,.34656614,.5682627,-.30504405
645,0,0,5,1,2,0,2,2,1,1,2,1,3,2,1,1,0,1,2,0,2,0,1,0,2,1,1,1,0,1,2,1,1,2,1,1,0,1,1,1,0,0,1,3,2,3,3,3,2,1,2,2,2,2,3,3,3,3,3,2,3,3,2,.66904998,.062561907,.076187856,1.1082047,-1.3316534,.30900553,-.94234204,.82661676,-.31734896,-.15791251,1.1432611,.44877481,-.050527688
646,1,0,5,3,0,3,3,0,2,1,2,1,3,1,2,3,2,0,1,2,1,0,1,3,1,3,2,0,2,0,1,1,3,0,3,3,3,0,2,3,1,0,0,1,1,1,2,0,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,.56384867,.085699953,.24576542,.10968057,.29406527,.13380851,.69372547,.39533228,-.020119576,.74630004,.31495366,.88856256,.85373992
647,1,0,5,2,0,2,1,1,2,0,1,3,1,1,2,2,2,1,1,2,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,2,1,0,1,0,1,0,1,2,0,1,1,1,1,2,3,2,1,2,1,2,1,1,2,3,3,3,.13203666,-.43163079,.24071483,-.33629614,.34200382,-.080228381,-.62199318,-.78059703,.087347127,-.46417281,-.46738476,-.18995629,.29332697
648,0,0,5,3,1,3,3,2,3,0,0,3,2,1,1,2,0,1,2,1,3,2,2,1,0,3,1,3,3,2,3,0,0,3,2,1,1,2,0,1,2,1,3,1,3,1,2,2,1,0,1,1,0,3,3,1,0,1,0,3,1,1,0,.89282954,-.30347511,1.3931187,-.18843907,1.6678367,.9326632,.27476254,.1725886,.71488243,.25688607,-.41261625,-1.062369,-1.3449335
655,1,1,5,2,1,3,2,0,2,1,1,2,3,1,2,1,2,2,1,2,3,3,2,1,2,2,1,0,1,1,0,1,2,1,2,1,1,2,0,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-.14846925,.82388866,1.9999131,.060945131,.35401827,-.13148063,-.1997651,-.59971142,1.6795686,.74703431,.68207657,.27994195,-.7332114
658,1,0,5,3,1,2,1,0,3,2,2,3,2,2,3,1,1,2,2,2,0,3,3,2,1,1,0,0,2,1,1,2,2,0,3,0,1,2,2,3,0,2,2,1,3,1,3,2,1,2,3,3,2,2,2,1,2,2,0,3,3,3,2,-.20402233,.65682626,1.3786352,.71610928,1.175627,-1.3141685,.30213195,.39533228,.87196922,.9877252,-.058889568,.46586886,.19658166
660,1,0,5,3,2,3,3,3,2,1,2,1,2,2,1,2,1,2,2,3,3,,0,,,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,0,1,0,0,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1.444701,.11538603,1.4666914,1.1082047,.29406527,.30900553,.1768647,.96365172,.16739464,-.15791251,-.10880393,-.24048284,-.92805541
663,1,0,5,3,0,3,3,2,1,2,0,2,3,1,2,3,0,1,0,3,0,0,1,3,0,3,3,1,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,3,1,1,1,3,2,2,2,2,2,3,3,3,1,2,2,3,3,3,1.1538894,.38339761,-.16432111,-1.3669701,.17483142,.47127461,1.0598037,-1.3074093,-1.0454186,-.44072965,.38056457,.26693255,.29332697
664,1,0,5,2,0,2,1,0,2,0,0,2,3,0,2,0,0,2,0,1,0,1,0,2,0,2,0,0,0,1,2,3,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,2,3,3,0,0,0,0,0,3,3,3,2,3,3,1,-1.1161851,.82388866,.16677795,-1.3669701,.10194343,-1.3141685,.2803289,-.019228527,.16373016,-.49960265,-.60217929,.83183229,-.14932355
665,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.27219006,-.69657743,.87397504,.060945131,-.81044316,.13391142,-.3978422,.37065184,.52236056,-.15791251,.68207657,.27994195,-.7332114
666,1,0,5,2,1,2,2,0,2,2,3,1,3,1,2,3,1,1,2,2,3,3,2,2,3,1,1,1,1,3,3,2,3,3,0,0,0,0,1,3,3,3,1,2,1,2,1,0,2,2,1,3,0,3,2,3,2,1,0,0,0,0,1,.27923766,.38339761,1.9999131,1.0930775,-.16420048,.20626347,.060674738,1.4600178,1.8613223,-.49960265,.87235492,-.88598847,-2.0823603
667,1,0,5,1,3,3,3,3,3,2,0,0,2,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,0,0,0,0,2,2,2,2,0,2,0,0,0,0,1,2,2,2,2,2,2,1,1,3,2,3,2,3,1,2,0,3,3,3,3,2.2146916,.65682626,-.46330625,-.2857531,.23948067,1.1311004,-.14437294,-1.3074093,-.60867023,.74703431,.87235492,-.38327369,.85373992
668,1,0,5,3,2,2,2,2,1,2,1,2,2,2,2,1,0,2,1,2,2,2,1,0,1,0,2,2,1,2,2,1,1,2,2,3,1,2,3,2,2,2,1,2,2,1,3,3,2,1,2,2,1,1,2,1,0,1,1,2,2,2,2,.66904998,.38538423,1.1771853,.42391449,-.13373832,1.0817008,-.88645166,1.0191709,1.0078679,.46339008,.34293532,-.3465209,-.7332114
669,1,0,5,2,0,1,0,0,2,1,0,2,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,3,1,0,2,3,1,0,0,3,3,3,2,-1.6476616,-.13894558,-.63944167,-1.3669701,-.12134644,-.69204277,-1.8047668,-1.3074093,-1.0454186,-.95937544,-1.3095365,-1.0406779,.19658166
670,1,0,5,2,0,2,2,0,1,1,0,1,0,1,2,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,3,2,2,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,3,1,1,1,1,3,0,3,3,3,3,-.14846925,-.70130473,-.52927154,-1.3669701,-.62542987,.34501249,-.3978422,-.78059703,-.61685443,-.73374397,-.41261625,-1.1450865,.85373992
671,1,1,5,1,0,3,2,0,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2,3,3,2,3,1,3,2,3,2,2,1,3,1,3,3,3,3,-.18232916,-1.4416487,-.99547136,-1.3669701,.16920538,-1.3141685,-.3978422,-1.3074093,.087347127,-.915501,.87235492,-.11990535,.85373992
672,0,0,5,1,2,3,1,0,3,2,1,3,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,2,3,3,3,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,-.72029686,-.69657743,-.99547136,.6578995,1.106205,-1.3141685,-1.8047668,.39533228,-1.0454186,-.54590893,.52036738,.58237112,.85373992
673,0,0,5,2,0,2,1,1,2,0,0,2,1,1,2,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,3,3,3,3,-.097380191,-.43163079,-.99547136,-1.3669701,.10194343,-1.3141685,-.1997651,-1.3074093,-1.0454186,-.15791251,-.2298331,-.18995629,.85373992
674,0,0,5,2,1,1,2,2,0,2,2,2,1,1,2,1,0,1,1,3,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,3,0,0,0,1,3,3,2,2,2,3,3,3,2,2,2,3,3,1,0,3,2,3,3,.41403624,-.43163079,.13935716,.49195027,-.99629641,.30064252,-.60981578,.13861448,-.47984353,-.15791251,.96693629,.46116504,-.11071451
675,1,0,5,3,0,3,3,3,3,3,2,1,0,2,0,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,2,1,1,0,1,0,3,2,3,1,3,3,2,3,3,3,3,3,1,2,2,3,1.2224082,-.96685815,.81516671,-.20876113,.91962248,-.75863916,-1.8047668,-1.3074093,1.0535882,-.43989849,.31495366,.67665291,-.70197654
676,0,0,5,1,2,1,1,0,2,2,2,2,2,1,1,0,0,1,1,0,0,0,1,0,1,2,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,-.72029686,-.30347511,-.63944167,.89270037,-.32172483,-1.3141685,-.41360977,.13861448,-1.0454186,-.915501,-1.9852479,-.88162333,-2.3961639
677,1,1,5,2,0,2,3,0,3,0,0,3,3,1,2,1,0,2,0,3,0,1,1,3,1,3,3,2,2,3,3,2,3,1,1,3,0,2,2,3,0,0,0,3,3,3,1,0,3,3,3,3,3,1,3,3,3,2,2,2,3,3,1,-.0012496406,.82388866,.42983696,-1.3669701,.88185877,1.1352862,.91269797,1.2036067,-.47984353,.8093695,2.0206099,1.0487251,-.14932355
678,0,0,5,1,1,1,2,0,1,2,2,1,2,2,2,1,3,1,2,0,0,0,1,1,2,1,1,0,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,3,.10894707,-.029092822,-.63944167,.71610928,-1.1063514,.037150331,-.97180438,.37065184,-1.0454186,-.15791251,-.2298331,-.48525104,.85373992
679,0,0,5,2,1,0,0,0,1,1,2,1,2,0,1,1,2,2,3,0,0,0,0,1,3,1,1,1,1,1,2,1,2,1,1,1,2,1,3,3,3,3,3,2,0,0,2,2,3,0,1,3,0,0,0,1,0,0,0,3,3,3,3,-1.11824,.11538603,-.99547136,.86840528,-1.1064681,.13391142,-.3978422,1.4541954,2.2641182,.15104237,.7014327,-1.6661183,.85373992
680,0,0,5,2,0,1,2,0,1,1,1,2,1,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,2,2,0,2,2,2,2,1,2,1,1,2,3,2,2,2,3,3,3,-.45785403,-.43163079,-.99547136,-.33629614,-.59237444,-.38816473,-.93463957,-.73759902,-1.0454186,-.54590893,.34913105,.27994195,.29332697
681,1,0,5,3,0,3,2,2,2,1,1,2,2,1,3,1,1,0,2,0,0,0,1,2,0,3,1,1,1,1,1,2,2,1,2,1,1,1,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.41403624,-.13894558,-.63944167,-.13364337,.56656581,.13391142,.45829415,-.12802431,-.60867023,.41420463,2.0206099,1.8356935,.85373992
682,1,0,5,3,2,3,0,0,3,3,2,1,3,0,3,0,1,3,1,1,3,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,2,0,0,1,0,3,3,3,2,3,3,3,3,3,3,3,2,2,1,3,2,3,-1.6476616,1.7746874,1.1924565,.89270037,.91962248,-1.3141685,-1.0912039,-1.3074093,.93853217,-.15791251,-.1003437,.55497104,-.44138059
683,1,0,5,1,0,3,1,0,2,3,0,0,3,3,3,3,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,3,1,3,3,0,0,0,0,3,1,3,3,3,3,3,.46358606,.72359467,1.421736,-1.3669701,-.31368124,-1.3141685,-1.8047668,-1.3074093,-.47984353,-1.5081917,.95111936,.11967792,.85373992
684,1,0,5,3,0,1,3,2,3,3,0,3,3,2,3,3,0,3,2,2,0,0,3,3,0,2,2,2,3,3,1,3,3,2,3,3,0,3,1,3,0,0,3,1,3,1,0,1,1,1,0,1,1,1,1,0,3,1,1,0,3,3,1,1.4007336,1.7746874,-.033603892,-.74903476,1.0016018,1.0817008,1.2748878,-.12802431,-.017732345,1.9080421,-.41261625,-.73713815,-.26757479
685,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.6476616,-1.987875,-.99547136,-1.3669701,-1.9938272,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,.68207657,.27994195,-.7332114
688,1,0,5,2,3,2,1,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,-.72029686,-1.113391,-.99547136,.39725947,-.31930208,-.72661936,-.43968454,.13861448,-1.0454186,-.915501,-.41261625,-.70553201,.29332697
689,0,0,5,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,0,2,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,2,3,2,2,3,3,2,2,3,3,3,3,1.3603638,.74148583,.20398471,1.1082047,.28462625,.21340036,-.50777727,-.59971142,-1.0454186,-1.5081917,.52036738,.84008616,.85373992
690,0,0,5,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,-.60817236,-1.987875,-.99547136,-.20876113,-1.3889817,-1.3141685,-1.3177918,-1.3074093,-1.0454186,-1.5081917,.68207657,.27994195,-.050527688
691,1,0,5,3,2,3,2,1,3,1,0,3,2,1,1,1,0,2,2,0,0,0,0,3,1,3,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.15372747,.11538603,-.99547136,.26237741,1.6678367,-.069757827,1.2627952,-.15581973,-.46937302,-1.5081917,1.6524501,1.8356935,.85373992
692,1,2,5,2,2,3,1,1,2,2,1,2,2,0,1,1,0,2,2,0,2,1,1,0,0,1,0,0,0,0,1,2,2,0,2,1,0,1,1,0,2,0,1,2,2,3,2,2,2,1,1,3,2,2,2,1,2,2,3,3,3,3,3,-.35268989,.11538603,.57947499,.6578995,.35401827,-.75863916,-.71370006,-.12802431,-.034257624,.41420463,1.1965888,.06001436,.85373992
693,1,0,5,2,1,1,2,1,2,1,1,2,2,1,2,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,0,1,1,0,2,2,2,1,1,0,1,3,0,1,1,2,2,3,.15372747,-.029092822,.14931066,.060945131,-.12134644,-1.3141685,-.91629446,-1.3074093,-.15727352,-.15791251,-1.4053853,-.29226166,-.70197654
694,1,0,5,1,0,1,2,3,3,3,1,1,0,2,1,2,0,1,0,3,3,3,2,0,1,1,2,1,0,1,2,2,0,1,2,3,1,1,0,3,3,3,3,1,1,1,1,2,2,,1,1,0,2,0,1,0,1,0,3,3,3,3,1.1379002,-1.0015856,2.2134407,-.61337787,-.28330484,.64690799,-.71370006,.33958909,2.2641182,-.18547791,-.038300436,-1.1015573,.85373992
695,1,0,5,1,2,3,1,1,3,3,2,2,3,3,3,3,1,3,3,2,1,2,3,1,1,3,2,1,3,3,2,2,3,1,3,2,0,3,3,1,0,2,2,1,1,0,1,1,0,1,1,1,1,1,0,0,3,1,1,1,2,1,2,.78076053,1.7746874,1.1564558,1.2893863,.69574577,.52110779,.75734586,1.0191709,.6949929,1.9080421,-1.2640496,-.70553201,-1.0863996
696,0,1,5,2,1,3,0,0,2,2,1,1,2,0,3,0,1,0,1,0,0,1,1,1,1,,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,2,3,3,2,0,1,3,3,3,0,2,3,2,0,3,3,3,3,-1.6476616,-.13894558,.10930122,.060945131,.080449097,-.38816473,-.70801842,-.37722811,-1.0454186,-.54590893,.66932446,-.82101226,.85373992
697,0,0,5,1,3,1,0,0,1,0,3,1,1,0,0,0,1,0,1,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,3,1,1,0,2,3,3,2,3,1,1,1,3,3,3,3,-1.6476616,-1.4416487,-.63944167,1.788682,-1.1063514,-1.3141685,-.92429733,.4747906,-.60867023,-1.5081917,-.2298331,-.86809063,.85373992
698,0,0,5,3,2,3,2,2,3,2,2,2,2,3,0,2,1,1,0,0,0,0,1,3,0,3,1,2,3,1,0,1,1,2,0,1,0,3,0,0,0,0,0,0,3,1,3,3,1,2,2,1,2,2,3,3,3,2,2,3,3,3,3,1.0912582,-.5275709,-.63944167,.74141425,1.1644477,.55918247,1.0598037,-1.3074093,-1.0454186,.05934453,-.68519527,.41128692,.85373992
