Folio,Género,Edad,Escuela,Grit1,Grit2,Grit3,Grit4,Grit5,Grit6,Grit7,Grit8,ThetaPE,ThetaCI
1375,0,1,8,3,1,2,2,1,0,2,2,-1.1563197,.93756354
1376,0,1,8,3,2,1,1,3,3,1,3,1.0915484,-.1127855
1377,0,1,8,0,2,0,1,2,3,1,2,.20908262,-.87532932
1378,0,1,8,0,3,0,0,3,0,0,3,.88258147,-1.9067848
1379,0,1,8,3,1,3,1,1,2,2,0,-1.1759139,.89787233
1380,0,1,8,1,3,1,0,2,3,0,3,.9500668,-1.1605165
1381,0,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1382,0,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1383,0,1,8,3,1,1,2,2,2,2,2,-.33721483,.63483679
1384,1,1,8,1,2,2,1,2,2,2,2,-.064017087,.27232775
1385,0,1,8,2,1,2,1,2,1,1,2,-.60401618,.091056138
1386,1,1,8,1,3,3,2,2,2,2,2,.22404699,.88043451
1387,0,1,8,2,2,2,2,1,2,1,2,-.43684897,.44643846
1388,1,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1389,0,1,8,1,2,1,2,2,2,1,2,-.064017087,-.060567442
1511,1,1,8,2,2,2,1,1,3,1,1,-.50224477,.091056138
1512,0,1,8,0,3,1,0,3,2,2,3,1.0983543,-.58761358
1522,1,1,8,2,1,2,2,1,3,1,2,-.51082033,.44643846
1523,1,2,8,2,2,2,2,1,1,1,1,-.96225196,.44643846
1524,0,2,8,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1525,0,1,8,2,1,1,0,0,0,0,0,-2.09743,-.99534655
1526,1,1,8,0,3,1,0,3,2,2,3,1.0983543,-.58761358
1527,1,1,8,3,2,3,2,2,2,2,3,.25828463,1.2419208
1528,0,1,8,0,2,0,0,2,2,1,3,.25828463,-1.3417779
1529,1,1,8,2,0,1,2,0,0,2,0,-2.4811723,.47236976
1530,0,1,8,0,2,1,1,2,2,0,3,.25828463,-.91184765
1531,1,1,8,1,2,1,0,3,2,0,3,.70286113,-1.1605165
1532,0,1,8,3,2,2,0,2,3,1,3,.57535625,-.072242811
1535,0,1,8,2,3,0,0,3,3,1,3,1.5962187,-.95542222
1536,0,1,8,0,3,1,0,3,2,2,3,1.0983543,-.58761358
1537,1,1,8,0,2,1,2,0,0,0,2,-1.1962701,-.58281988
1538,1,1,8,0,3,1,1,3,2,1,3,1.0983543,-.53172952
1539,0,1,8,1,0,1,0,3,3,1,3,.8534646,-.74469846
1540,0,1,8,0,3,1,1,3,3,2,3,1.5962187,-.19130896
1541,0,1,8,1,2,0,1,2,1,1,2,-.31552058,-.70078504
1542,1,2,8,3,3,3,0,2,3,0,3,.9500668,-.30915633
1543,0,1,8,0,1,1,0,0,0,0,0,-2.09743,-1.3841718
1544,0,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1546,1,1,8,2,2,0,1,3,3,0,3,1.0915484,-.94374251
1547,0,1,8,2,2,2,1,1,2,2,2,-.43684897,.44280446
1548,0,1,8,1,2,1,2,1,2,1,2,-.43684897,-.060567442
1549,0,1,8,2,3,1,1,2,3,2,2,.53782457,.11393275
1550,0,1,8,2,1,2,1,2,2,0,3,-.016713744,-.20861302
1551,1,1,8,2,2,1,1,1,2,1,2,-.43684897,-.23124489
1552,0,1,8,3,2,2,2,1,2,3,1,-.71693271,1.2753807
1553,0,1,8,1,1,1,0,1,2,1,2,-.72197121,-.74469846
1554,0,1,8,1,2,1,1,2,2,1,2,-.064017087,-.39136755
1555,0,1,8,1,2,0,2,1,1,2,1,-.96225196,.052246977
1556,0,1,8,1,2,2,2,1,2,0,2,-.43684897,-.00018236542
