Folio,Género,Edad,Escuela,Max1,Max2,Max3,Max4,Max5,Max6,Max7,Max8,Max9,Max10,Max11,Max12,Max13,Max14,Max15,ThetaBA,ThetaCon,ThetaDD
1385,0,1,8,3,2,1,2,3,2,3,2,1,2,1,2,3,2,3,.93433887,-.11514574,.54576206
1386,1,1,8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
1387,0,1,8,2,3,1,1,3,2,3,1,2,2,3,1,3,3,3,.93433887,.89192474,-.39816651
1388,1,1,8,1,2,1,1,2,2,3,1,2,3,3,2,3,1,2,.64843237,.74519873,-.19963144
1389,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1511,1,1,8,2,2,1,2,1,2,3,2,3,1,3,2,2,2,1,-.67925137,.48924264,.54576206
1512,0,1,8,3,2,2,1,1,2,3,1,2,2,2,1,1,1,1,-.27041367,-.26127809,-.12857406
1522,1,1,8,2,1,2,2,1,2,3,2,3,1,2,2,2,2,1,-.67925137,-.18181866,.78642613
1523,1,2,8,1,2,2,1,1,2,3,1,2,0,3,2,2,3,1,-1.1166126,.36349842,.079921693
1524,0,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1525,0,1,8,1,3,1,1,1,0,2,0,0,0,1,1,2,0,1,-1.1166126,-1.0151136,-.73502064
1526,1,1,8,3,2,2,1,1,2,3,1,2,2,2,2,1,1,1,-.27041367,-.26127809,.079921693
1527,1,1,8,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1528,0,1,8,2,1,0,0,2,1,3,0,2,1,3,1,3,1,2,-.065269858,.89192474,-1.6966447
1529,1,1,8,0,1,2,1,0,2,3,2,3,2,1,2,0,2,3,-.0071693971,-1.1293672,.41724724
1530,0,1,8,2,1,2,2,2,2,3,2,3,1,3,1,2,0,2,-.065269858,.48924264,.62952048
1531,1,1,8,1,3,1,1,1,1,3,1,1,1,3,0,2,0,1,-.67925137,.36349842,-.56970984
1532,0,1,8,1,3,0,1,1,1,3,1,2,1,3,1,2,2,1,-.67925137,.36349842,-.71527869
1535,0,1,8,3,1,1,1,3,3,1,1,2,3,3,1,2,2,3,1.5584854,-.13180929,-.39816651
1536,0,1,8,3,2,2,1,1,2,3,1,2,2,2,1,1,1,1,-.27041367,-.26127809,-.12857406
1537,1,1,8,1,3,2,3,3,3,3,2,3,3,3,3,0,2,3,1.5584854,.043096971,1.2983682
1538,1,1,8,3,2,1,1,3,2,3,2,2,2,2,1,2,2,2,.64446807,-.059622526,-.052051567
1539,0,1,8,3,1,1,1,3,2,3,2,3,3,2,2,2,3,3,1.5584854,-.059622526,.143538
1540,0,1,8,2,1,0,0,1,1,2,0,3,0,3,0,2,1,0,-1.4391522,-.077705279,-2.0206969
1541,0,1,8,2,1,1,1,0,3,3,1,2,1,2,1,2,2,2,-.74813849,-.18181866,-.39816651
1542,1,2,8,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,.083516158,-.72431529,-.39816651
1543,0,1,8,2,3,3,1,3,3,3,3,3,1,2,2,1,2,0,-.25596568,-.37750062,.94033718
1544,0,1,8,1,2,0,1,3,1,3,1,3,1,2,2,3,2,1,-.029486129,-.075038873,-.50473809
1546,1,1,8,1,1,0,2,3,3,3,2,3,3,3,3,2,3,2,1.1242504,.36349842,.51286286
1547,0,1,8,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,.30029538,.89192474,1.5370858
1548,0,1,8,2,1,1,1,2,3,3,2,3,3,2,1,2,3,2,.64843237,-.18181866,-.052051567
1549,0,1,8,2,1,1,1,3,3,3,2,3,3,3,2,1,3,3,1.5584854,.25805777,.143538
1550,0,1,8,2,2,3,1,0,2,3,2,3,0,3,2,3,3,1,-1.588267,.89192474,.59588176
1551,1,1,8,0,1,0,1,3,2,2,1,2,3,1,1,2,1,3,1.5584854,-1.0642003,-.71527869
1552,0,1,8,1,2,3,3,2,3,3,3,3,3,3,3,3,2,2,.64843237,.74519873,2.1203892
1553,0,1,8,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,.95408219,.48924264,2.1203892
1554,0,1,8,1,1,0,1,2,1,3,1,2,2,2,1,3,1,2,.30029538,-.075038873,-.71527869
1555,0,1,8,3,2,2,2,1,3,1,1,2,2,2,1,1,2,2,-.010361644,-.88750303,.32229173
1556,0,1,8,2,1,3,1,3,2,3,2,3,3,3,2,3,3,1,.90817451,.89192474,.59588176
