Folio,Escuela,Género,Edad,Ag1,Ag2,Ag3,Ag4,Ag5,Ag6,Ag7,Ag8,Ag9,Ag10,Ag11,Ag12,Ag13,Ag14,Ag15,Ag16,Ag17,Ag18,Ag19,Ag20,Ag21,Ag22,Ag23,Ag24A,Ag24B,Ag24C,Ag24D,Ag24E,Ag25,Ag26,Ag27,Ag28,Ag29,Ag30,Ag31,Ag32,Ag33,Ag34,Ag35,Ag36,Ag37,Ag38,Ag39,Ag40,Ag41,Ag42,Ag43,Ag44,Ag45,Ag46,Ag47,Ag48,Ag49,Ag50,Ag51,Ag52,Ag53,Ag54,Ag55,Ag56,AgrBer,AgrProv,AgrFuria,PrConsNegAgr,ImpConsNegAgr,ExpConsNegAgr
1070,6,1,1,0,1,1,1,0,3,2,3,2,2,2,2,3,3,2,1,3,2,3,3,2,3,0,1,0,0,0,0,0,1,2,0,1,2,0,3,2,3,2,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-1.234678745269775,.40211669,.50915176,20,17,2
1071,6,0,0,0,1,0,2,1,1,1,1,2,0,2,2,1,1,2,2,0,4,2,3,3,1,2,0,0,0,1,0,3,0,1,1,1,3,1,1,2,3,2,2,3,3,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,.81148267,-.72042376,10,19,3
1072,6,0,0,0,1,1,1,1,3,1,1,1,0,1,0,2,0,1,1,0,0,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.1316162347793579,-.92270309,-.72042376,8,15,0
1073,6,1,1,2,4,2,2,1,2,3,2,0,0,2,2,3,0,0,3,1,2,1,1,0,0,1,1,0,0,0,0,0,2,3,1,3,2,1,0,3,0,3,2,1,0,2,1,2,3,1,0,2,1,0,0,3,3,3,2,2,3,2,2,1.99666440486908,1.0767882,1.9446956,11,11,11
1074,6,0,0,0,0,0,1,0,3,0,2,3,1,2,1,3,2,3,3,1,4,3,3,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-.1593618392944336,.13605925,-.72042376,17,0,1
1075,6,0,1,0,2,0,2,0,3,2,2,3,3,2,3,3,1,2,0,3,2,2,2,1,1,1,1,0,0,0,0,2,2,2,0,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,.4094936847686768,1.27545,-.060695779,20,17,8
1076,6,0,1,0,1,1,1,0,3,0,3,3,2,2,2,3,3,2,2,3,0,0,3,3,2,0,1,0,0,0,0,0,0,1,0,1,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-.1593618392944336,-.47517884,-.72042376,21,24,0
1077,6,1,0,0,4,0,0,0,3,2,2,3,3,0,0,3,3,2,3,1,4,2,2,0,2,1,1,0,0,0,0,2,0,0,0,0,3,1,2,2,2,2,2,2,0,1,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,.6430109739303589,.078702599,-.72042376,17,15,3
1078,6,1,0,1,0,2,1,0,3,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,2,0,1,0,0,0,0,1,0,2,0,1,,1,1,2,,2,2,3,2,0,1,1,2,0,0,0,0,0,0,2,1,1,1,1,0,0,1,.6430109739303589,.28293762,.63256049,17,12,3
1079,6,0,0,3,3,4,3,0,1,2,2,1,0,2,1,2,2,2,3,2,4,3,2,2,1,2,0,1,0,0,1,2,3,3,1,4,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,3,3,2,0,2,1.502730846405029,1.8681895,1.8114209,11,21,24
1080,6,0,1,1,1,0,1,1,1,3,2,3,0,2,2,0,3,1,1,4,0,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,3,3,1,3,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-.1593618392944336,-.92270309,-.060695779,13,16,0
1081,6,0,1,2,2,2,1,1,3,2,3,3,1,3,2,2,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,1,3,3,2,4,2,1,3,3,0,3,3,3,2,1,0,3,3,,3,3,3,2,3,3,3,2,3,2,2,1,3,2.051325798034668,1.7851154,1.8425763,20,19,18
1082,6,1,0,1,0,0,1,0,2,3,2,1,1,2,,,3,2,2,3,0,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-.1954581886529922,-.92270309,-.72042376,11,14,0
1083,6,0,0,1,0,1,1,1,3,0,3,3,2,3,3,3,3,2,2,4,4,3,3,3,3,1,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-.6260668635368347,.26327351,-.060695779,23,4,2
1084,6,1,0,2,1,1,1,1,3,1,3,3,3,3,3,3,3,0,0,3,0,3,3,3,2,0,1,0,0,0,0,0,0,1,0,1,3,1,3,1,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,.0438066571950912,-.47517884,-.72042376,24,21,0
1085,6,1,0,0,1,0,1,0,3,2,3,3,1,2,1,1,3,1,2,3,1,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,3,0,2,1,2,1,2,2,3,1,0,1,1,0,1,0,0,1,0,0,1,0,2,0,0,0,1,.0607844479382038,-.92270309,.071426168,17,16,5
1086,6,1,0,0,3,3,1,0,3,1,3,2,2,2,1,1,2,1,2,3,3,2,2,3,3,2,0,0,0,0,1,1,0,1,0,1,3,1,3,2,2,3,3,1,3,2,0,1,3,2,1,0,0,0,0,1,2,0,0,1,0,0,1,-.0494720451533794,.13605925,.63256049,16,20,9
1087,6,1,0,2,1,1,0,0,3,1,2,3,3,2,2,3,3,2,2,4,4,2,3,3,2,2,1,0,0,0,1,0,1,0,0,0,3,0,2,3,2,2,2,3,3,1,0,0,2,2,1,1,2,2,0,1,1,0,0,1,0,0,1,-.2344677299261093,.06027035,.63256049,21,20,11
1089,6,1,0,2,3,1,1,0,3,1,3,3,2,3,2,2,2,1,3,4,2,3,3,3,2,2,0,1,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,2,1,2,3,0,3,2,3,1,1,2,1,1,1,2,2,1,0,.6430109739303589,1.0464007,1.2225221,20,2,16
1090,6,1,0,1,1,2,1,1,3,1,3,3,3,3,3,3,3,1,0,4,0,2,3,3,2,0,0,0,0,0,1,1,1,1,0,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.60874784,-.72042376,24,24,0
1091,6,1,0,0,1,1,1,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,0,0
1092,6,1,0,3,0,0,1,0,3,2,3,3,2,2,2,2,2,2,0,1,4,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,3,2,0,1,3,1,0,2,3,0,1,0,0,0,0,0,0,1,0,1,3,0,2,0,1,0,0,.7607202529907227,.06027035,-.060695779,19,13,1
1093,6,1,0,0,1,1,1,1,3,2,3,3,3,3,3,2,3,2,1,4,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,3,0,0,2,0,2,3,3,2,1,3,0,0,0,0,0,0,1,0,0,-1.234678745269775,-.92270309,-.060695779,23,10,14
1094,6,1,0,2,1,1,1,1,1,2,1,3,0,1,1,3,1,1,2,4,2,1,3,3,0,1,1,0,0,0,1,2,1,3,0,1,3,0,2,2,2,3,3,3,3,2,0,2,1,0,1,1,2,1,2,2,1,2,2,3,3,1,2,1.110401391983032,1.0134636,2.1507852,11,21,10
1095,6,1,0,0,3,1,1,1,3,0,3,3,3,3,3,3,3,2,1,0,0,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,24,0
1096,6,1,1,2,2,2,2,1,3,1,3,3,3,3,3,3,3,0,2,3,4,0,2,1,0,3,1,0,0,0,0,1,2,0,0,0,3,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,0,2,1,2,2,0,0,0,,1.110401391983032,.74720412,-.63791704,24,24,3
1097,6,1,0,0,1,0,0,1,1,2,1,1,0,1,1,0,0,2,1,4,3,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,3,1,0,2,3,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-.1593618392944336,-.92270309,-.060695779,5,13,2
1098,6,1,0,2,2,2,1,1,3,1,2,3,2,2,2,2,3,1,1,3,4,0,3,3,2,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-.2344677299261093,.55041903,-.13965733,19,5,1
1099,6,1,0,0,4,4,1,0,3,2,2,2,2,1,2,0,3,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-.5373052954673767,-.28949711,-.72042376,15,3,0
1100,6,1,0,0,2,1,1,1,3,1,3,3,2,3,1,2,3,2,2,4,4,1,2,2,3,1,1,0,0,0,0,0,0,3,0,1,0,1,3,3,2,3,1,3,3,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,.4094936847686768,-.23380987,.20945761,20,18,6
1101,6,1,0,3,2,2,1,0,3,0,3,3,3,3,3,3,3,3,1,2,4,0,2,3,3,0,0,0,0,0,1,2,2,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,.7383671998977661,1.0278628,.50804299,24,12,0
1102,6,1,0,1,3,3,1,1,3,1,3,3,3,3,3,3,2,2,1,3,4,3,3,2,2,1,0,0,0,1,1,1,1,0,0,0,3,0,3,3,3,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-.1593618392944336,.47635809,-.72042376,23,24,2
1103,6,1,0,1,1,0,1,1,3,2,3,0,2,2,2,3,2,1,1,0,1,3,3,2,2,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,.1316162347793579,-.47517884,.30809569,17,7,0
1104,6,1,0,3,0,3,0,0,3,0,3,3,1,2,3,2,3,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,2,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,2,0,0,-.3114704191684723,.68537265,1.1816849,20,9,1
1105,6,1,0,2,3,0,2,0,3,2,2,3,2,2,2,2,3,2,1,3,4,2,2,1,2,1,1,0,0,0,0,1,0,0,0,0,3,2,2,1,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,-.1593618392944336,-.096758984,.54751509,19,16,0
1106,6,1,0,0,1,1,1,0,3,2,3,3,3,3,3,3,3,1,1,4,0,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,0,0
1107,6,1,0,0,0,0,1,1,3,2,3,2,2,3,3,3,3,1,1,0,0,2,3,2,2,1,0,0,0,0,1,0,1,0,0,0,1,1,2,1,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.1042803674936295,.06027035,-.72042376,22,16,0
1108,6,1,0,2,1,3,1,0,3,1,3,3,3,3,3,3,3,2,1,4,4,3,3,3,3,2,0,0,0,1,1,2,0,2,1,1,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,0,2,2,2,2,2,1,1,1,1.300787568092346,.83151853,1.3129411,24,24,21
1109,6,1,0,0,1,1,1,0,3,1,2,1,1,2,2,2,2,1,2,4,0,2,3,2,2,0,1,0,0,0,0,0,0,1,0,1,2,1,2,3,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,15,19,0
1110,6,1,0,1,1,1,1,1,3,1,2,3,2,2,2,2,1,0,2,4,3,0,3,3,2,0,0,0,0,0,1,1,1,2,1,0,,1,2,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-.1593618392944336,.9336639,.20945761,17,12,0
1111,6,1,0,2,3,0,1,0,2,1,2,2,1,2,1,2,2,2,2,3,4,2,2,2,1,2,0,0,0,1,1,2,2,2,0,1,2,0,2,3,2,2,2,3,1,2,0,1,3,1,1,0,1,1,0,2,0,0,0,0,1,0,1,-.3742443025112152,1.27545,.45600644,14,17,10
1112,6,1,0,0,1,1,0,0,3,0,3,3,2,3,3,3,3,0,0,0,0,2,3,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-.1089030727744102,-.47517884,-.72042376,23,0,0
1113,6,1,0,1,4,2,1,1,3,0,3,1,3,3,3,2,3,1,1,3,4,2,2,2,1,1,1,0,0,0,0,0,1,2,0,1,2,1,2,1,1,2,3,1,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-.6260668635368347,.40211669,.071426168,21,15,2
1114,6,1,0,1,1,0,1,1,3,1,3,3,3,3,2,3,3,2,1,4,4,3,3,2,1,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.096758984,-.72042376,23,24,1
1115,6,1,0,3,4,0,1,0,3,2,3,1,3,2,3,1,1,3,1,1,2,0,3,3,0,1,0,0,0,1,0,3,3,4,1,1,2,3,1,3,2,2,3,3,2,0,2,2,3,1,3,0,3,3,0,2,2,3,0,3,3,0,2,.9637105464935303,2.3255627,2.0058277,17,18,15
1116,6,1,0,0,1,1,1,1,3,0,3,3,3,3,3,3,3,0,0,4,1,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,24,0
1117,6,1,0,1,1,0,1,0,3,2,2,3,2,2,2,2,3,1,1,3,0,2,3,3,3,1,0,0,0,0,1,0,0,1,0,1,3,1,3,1,3,3,3,2,3,1,1,1,1,0,1,0,0,1,0,2,1,2,1,1,0,0,0,.8474248051643372,-.47517884,.20945761,19,21,5
1118,6,1,1,1,4,2,1,0,3,1,3,3,3,3,3,2,3,1,1,4,4,2,3,3,1,2,0,1,0,0,0,3,3,4,1,1,3,1,3,3,3,3,3,2,3,3,2,1,1,1,1,0,0,1,0,1,3,0,1,2,1,1,1,.4283271133899689,2.3255627,1.3129411,23,23,8
1119,6,1,0,3,4,3,1,0,2,2,2,2,2,2,2,2,2,2,1,2,4,3,3,3,1,1,0,0,0,0,1,1,2,4,1,1,3,3,3,3,3,3,3,3,3,2,2,2,1,3,2,2,3,2,0,2,3,1,1,1,1,1,1,.9925718903541565,1.3483504,1.050879,16,24,17
1120,6,1,0,1,2,0,2,0,3,1,3,3,3,3,3,3,3,2,2,3,4,2,3,3,3,2,0,0,0,1,1,1,1,3,0,1,3,1,3,3,3,3,3,3,3,,2,2,2,2,2,2,2,2,0,1,1,1,1,2,1,2,1,.4094936847686768,.77923119,1.4227256,24,24,14
1121,8,0,1,2,0,0,1,1,3,0,1,3,2,1,3,2,2,2,1,3,0,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,1,1,3,2,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,1,.3826938569545746,-.096758984,.63256049,17,12,1
1122,8,0,2,1,2,1,2,1,3,1,3,3,3,3,3,3,3,2,2,4,2,2,2,3,0,1,0,0,0,0,1,1,0,1,0,1,2,0,2,2,3,2,2,3,2,1,0,2,2,0,2,1,0,1,0,1,1,0,0,0,0,0,0,-.2344677299261093,.13605925,-.72042376,24,18,9
1123,8,1,1,2,1,0,1,0,3,1,3,3,1,3,3,3,3,0,1,3,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,3,1,3,1,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.096758984,-.72042376,22,20,0
1124,6,1,0,3,2,3,1,1,1,0,3,3,0,3,3,0,0,3,1,1,4,0,0,0,0,3,1,0,0,0,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,3,3,3,1.303022265434265,2.8337255,2.8654826,13,0,0
1125,6,1,0,1,1,0,1,0,2,0,3,2,1,2,2,2,2,1,1,3,2,1,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-.1593618392944336,.06027035,-.72042376,16,1,0
1126,6,1,0,1,3,3,1,1,2,1,3,3,2,2,2,2,1,2,1,3,4,0,2,1,1,1,0,0,0,0,1,0,0,1,0,1,1,3,2,,1,2,2,3,1,1,0,1,1,0,1,0,0,1,0,2,1,1,2,1,1,3,1,.8946734070777893,-.47517884,1.1951296,17,12,5
1127,6,1,0,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,2,3,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-.5373052954673767,.13605925,.071426168,2,0,4
1128,6,1,0,2,1,0,1,1,2,1,3,3,1,1,0,3,2,1,1,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,.1042803674936295,-.92270309,-.13965733,15,0,0
1129,6,0,0,1,0,0,0,1,3,0,3,3,1,3,0,3,3,2,3,3,4,2,3,3,2,1,0,0,0,0,1,2,3,0,0,0,2,0,1,0,3,2,1,1,2,0,0,0,1,0,0,0,0,0,2,3,1,3,2,1,2,0,1,1.520228505134583,1.2904555,1.0163844,19,12,1
1130,6,1,1,0,3,2,0,0,2,3,0,1,1,2,0,2,0,3,1,0,4,0,3,3,3,0,1,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,.3826938569545746,-.26885733,-.72042376,8,24,4
1131,6,0,0,0,1,1,1,1,3,2,3,3,3,3,3,2,3,1,0,4,2,3,3,3,3,1,0,0,0,0,1,0,0,2,0,2,3,1,2,3,3,2,3,3,3,0,0,1,1,0,1,1,0,1,1,1,2,1,1,0,1,1,0,.6146154403686523,-.28949711,.30809569,23,22,5
1132,6,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,0,0,0
1133,6,0,0,0,0,0,2,1,3,0,3,3,1,3,3,3,3,3,2,4,4,2,3,3,3,0,0,1,0,1,0,0,0,0,1,0,3,0,3,3,1,3,3,3,3,3,0,3,3,3,3,3,3,3,1,1,1,1,1,0,0,0,0,.4094936847686768,-.26885733,-.72042376,22,22,24
1134,6,1,0,0,1,1,1,1,3,2,3,3,3,3,3,3,3,1,1,3,4,0,3,2,1,0,0,0,0,0,1,0,0,2,0,1,3,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,-.2344677299261093,-.28949711,-.065929614,24,24,0
1135,6,0,0,1,1,1,1,1,2,1,2,3,1,1,2,2,2,2,2,3,4,1,2,1,2,2,1,0,0,0,0,2,2,2,1,1,3,1,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,.5966452956199646,1.4675126,.45600644,15,13,0
1136,6,0,0,2,4,2,1,0,3,0,1,3,0,2,0,3,2,3,3,3,4,2,2,1,3,1,1,0,0,0,0,2,1,1,2,1,1,0,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,.4094936847686768,1.1679914,.21136737,14,8,1
1137,6,1,0,2,2,0,1,0,3,2,3,3,2,2,3,3,3,3,0,3,1,1,2,1,3,0,0,0,1,0,0,2,1,3,3,1,2,1,3,0,2,2,3,0,1,2,2,1,2,3,2,1,3,2,1,3,1,0,2,3,2,3,3,.8380332589149475,1.4447632,2.5368314,22,13,16
1138,6,1,0,1,1,1,1,0,2,2,0,2,2,1,3,3,3,1,1,0,4,0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,-1.234678745269775,.47635809,.45600644,16,22,8
1139,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,3,1,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,.1911658197641373,.06027035,-.13965733,0,23,0
1140,6,0,0,0,0,0,2,1,1,1,1,1,0,0,1,1,0,2,2,3,4,2,2,2,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,5,3,0
1141,6,1,0,1,1,1,1,1,2,1,3,3,2,2,2,2,2,1,2,4,4,0,3,2,2,0,1,0,0,0,0,0,0,2,0,1,2,1,2,1,2,2,1,1,3,,,,,,,,,1,0,0,0,0,0,0,1,1,0,-1.234678745269775,-.28949711,.30809569,18,14,1
1142,6,1,0,0,3,0,1,0,3,2,2,2,1,2,1,1,2,2,2,3,3,1,2,2,2,3,0,0,0,0,1,2,2,0,0,0,2,1,2,2,2,2,1,1,2,2,2,1,1,0,1,1,1,2,0,2,1,2,1,1,1,0,1,.8474248051643372,1.0278628,.87201536,14,14,9
1143,6,1,0,2,0,0,0,1,3,0,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.234678745269775,-.096758984,-.065929614,23,0,0
1144,6,1,0,1,2,0,1,1,2,1,2,0,1,2,2,2,1,0,0,0,2,0,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1.234678745269775,-.096758984,-.037932437,12,0,0
1145,6,1,0,0,1,0,1,0,2,0,2,2,3,2,2,2,2,3,2,0,0,3,3,3,3,1,1,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,17,16,0
1146,6,1,0,0,1,1,1,0,2,1,3,2,2,2,2,2,2,2,1,4,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,3,1,1,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-.2344677299261093,-.92270309,-.13965733,17,16,2
1147,6,0,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,4,2,2,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,-.6260668635368347,-.47517884,.3629941,9,8,0
1148,6,1,0,1,1,2,1,1,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,0,1,0,0,0,1,0,0,1,0,1,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-.6260668635368347,-.47517884,-.13965733,24,24,2
1149,6,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2,2,4,4,2,3,2,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,2,0,2,1,1,1,1,0,1,0,.6430109739303589,.60874784,.50915176,3,4,3
1150,6,0,0,1,1,2,1,0,0,2,0,1,0,0,1,0,1,1,1,4,4,1,3,2,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,3,1,3,1,3,1,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,1,1,0,-1.234678745269775,.0093125962,.30809569,3,16,7
1151,6,1,0,1,2,3,1,0,3,1,3,3,2,2,2,3,3,2,2,4,4,1,2,1,1,,0,0,0,0,1,1,0,1,0,1,2,1,2,2,3,2,3,3,3,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,2,3,1,.6430109739303589,.13605925,1.037527,21,20,2
1153,6,0,0,2,4,3,3,0,3,2,3,3,0,3,3,1,0,3,0,1,4,2,1,1,1,1,1,0,0,0,0,3,2,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2,1,0,0,0,.8131924271583557,1.4816896,.20945761,16,8,8
1154,6,0,0,0,4,3,3,0,3,0,3,3,3,3,1,3,3,0,0,1,4,0,0,0,0,0,1,0,0,0,0,3,2,0,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2.447552680969238,1.771758,1.8943083,22,24,24
1155,6,0,0,2,1,1,1,1,2,1,1,3,3,1,1,3,3,2,1,3,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,3,2,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-.1512518376111984,-.92270309,.071426168,17,14,4
1156,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,,0,3,3,3,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,0,0,0
1160,6,1,0,1,3,2,1,0,1,1,1,1,0,1,2,1,1,1,0,1,4,0,3,2,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,2,3,3,3,2,3,1,1,2,2,2,3,3,3,3,0,1,1,1,0,2,0,0,2,.1042803674936295,-.47517884,1.1228995,8,17,19
1162,6,1,0,2,1,1,1,1,3,0,3,3,3,3,3,3,3,2,2,4,0,3,3,3,2,0,0,0,0,0,1,1,1,0,0,0,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,1.030741930007935,.47635809,.20945761,24,21,0
1163,6,1,0,0,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,0,0
