Folio,Género,Edad,Escuela,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55,PrConsPosTab,PrConsNegTab,ImpConsPosTab,ImpConsNegTab,ExpConsPosTab,ExpConsNegTab,CommitTab,TabIncid,PrConsPosTabCP,PrConsPosTabLP,ImpConsPosTabCP,ImpConsPosTabLP,ExpConsPosTabCP,ExpConsPosTabLP
670,1,0,5,0,0,0,4,1,2,2,0,2,0,3,3,0,2,1,2,3,0,3,3,3,2,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,,7,0,0,,-.054518394,3,0,1,6,0,0
671,1,1,5,0,0,2,4,3,0,0,0,0,3,0,0,3,0,3,0,3,0,3,3,3,3,3,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,12,9,15,0,,-.3123751,3,6,3,6,0,0
672,0,0,5,0,2,1,4,2,1,0,3,2,3,0,1,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,0,9,0,9,,-.3123751,5,6,3,6,3,6
673,0,0,5,0,0,2,4,2,1,2,0,1,3,1,1,2,1,2,3,3,2,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,14,10,0,0,,-.3123751,3,5,6,6,0,0
674,0,0,5,0,0,0,4,1,0,1,1,0,0,0,0,1,3,1,2,1,1,1,2,1,1,2,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,5,1,1,3,3,4,1,0,0,0,0,0,0,3,3,3,3,3,3,3,4,3,9,6,3,0,,.88144618,5,1,5,4,3,0
675,1,0,5,0,2,3,4,3,1,0,3,0,3,0,0,3,3,3,0,0,3,0,3,0,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,3,12,0,0,,.72933841,9,6,9,6,0,0
676,0,0,5,0,1,0,4,3,0,0,3,0,3,0,3,3,3,2,3,3,3,0,3,0,0,3,3,0,0,0,0,0,3,1,3,3,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,12,9,11,11,11,,-.3123751,9,6,8,6,9,5
677,1,1,5,0,1,3,4,1,0,1,3,2,3,1,0,3,1,1,3,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,13,10,0,0,,-.3123751,5,6,7,6,0,0
678,0,0,5,0,1,3,4,3,3,3,0,3,0,2,2,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,0,9,0,0,,-.3123751,3,0,3,6,0,0
679,0,0,5,0,0,0,4,2,0,3,0,1,0,3,0,0,1,3,0,3,0,0,0,3,0,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,7,3,6,3,,-.3123751,3,0,4,0,3,0
680,0,0,5,0,0,,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,-.3123751,0,0,1,0,0,0
681,1,0,5,0,0,3,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,-.3123751,0,0,0,0,0,0
682,1,0,5,1,1,0,0,1,3,1,1,3,3,2,0,1,3,2,2,1,0,2,3,2,0,2,3,2,5,2,2,3,0,0,2,3,0,3,2,1,0,3,4,4,5,2,3,5,4,5,0,0,0,1,1,0,0,3,4,4,4,2,2,3,12,6,10,7,8,6,1.0539633,1.4890968,5,4,5,5,6,3
683,1,0,5,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,5,2,1,2,4,5,1,0,0,0,0,0,0,4,4,4,4,4,4,4,1,3,0,0,8,4,,.88144618,3,0,0,0,3,2
684,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,0,2,0,2,0,0,,.54592091,2,0,2,0,0,0
685,1,0,5,0,0,0,4,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,18,12,,,,-.3123751,0,0,9,6,0,0
688,1,0,5,0,1,0,4,3,2,2,0,2,0,3,2,0,0,3,2,2,0,3,0,3,1,0,0,0,0,0,0,0,2,2,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,11,3,12,2,,-.3123751,3,0,3,0,2,0
689,0,0,5,0,1,0,4,3,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,12,6,6,0,0,,-.3123751,6,6,0,6,0,0
690,0,0,5,0,0,0,4,3,0,0,3,0,3,0,3,0,0,3,0,0,3,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,12,0,0,,-.3123751,6,3,6,6,0,0
691,1,0,5,0,0,3,4,2,0,1,3,0,3,0,0,3,2,2,0,0,3,0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,5,10,0,0,,-.3123751,7,6,7,5,0,0
692,1,2,5,1,1,3,2,3,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,1,1,4,4,2,3,3,4,1,0,0,0,0,0,0,3,1,1,3,3,2,3,4,3,0,2,0,3,-.15932849,1.4594784,3,0,2,0,3,0
693,1,0,5,1,2,1,2,3,2,2,1,3,2,1,2,2,1,3,1,2,2,3,3,3,3,3,2,2,4,1,1,1,0,3,2,1,3,0,2,2,0,0,1,3,3,4,3,6,2,4,1,0,0,0,0,0,0,2,2,2,2,2,2,3,11,8,14,11,12,1,-.2375873,1.0825573,5,4,7,6,1,0
694,1,0,5,1,3,1,2,3,2,1,3,3,3,2,3,1,0,3,2,1,3,1,3,3,3,1,3,2,4,2,2,5,3,2,1,1,0,3,3,2,0,0,3,3,2,4,2,1,4,5,1,0,0,0,0,0,0,1,1,1,1,1,1,1,11,10,13,10,8,7,-1.1163465,1.7555715,6,4,9,4,4,3
695,1,0,5,0,3,0,4,1,1,2,3,2,3,2,1,3,0,2,1,1,2,1,3,1,1,3,0,1,3,1,1,1,1,1,2,2,1,0,1,1,0,0,4,4,2,1,1,6,4,4,0,0,0,1,0,0,0,3,2,3,3,3,1,2,8,10,5,10,6,3,,.88144618,4,6,4,6,3,0
696,0,1,5,0,3,3,4,0,0,1,3,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,11,12,0,1,,.37359414,6,0,8,6,0,1
697,0,0,5,0,0,3,4,3,0,0,3,1,3,1,0,3,2,3,1,0,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,12,12,0,0,,-.3123751,8,6,8,6,0,0
698,0,0,5,0,1,0,4,2,0,2,3,1,3,0,0,3,1,3,1,1,3,0,3,0,0,3,1,0,0,0,0,0,3,0,2,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,3,12,2,12,,-.3123751,6,6,7,6,6,6
699,1,1,5,0,3,0,4,3,1,0,3,1,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,12,18,12,0,0,,-.3123751,8,6,9,6,0,0
700,1,0,5,0,0,0,4,1,0,0,1,0,2,1,1,2,1,3,0,0,1,0,3,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,2,10,0,1,,-.3123751,3,4,4,6,1,0
701,0,0,5,1,3,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,4,2,3,1,0,0,0,0,0,0,2,2,2,2,2,1,2,11,8,12,9,12,8,-.2375873,1.5087672,6,4,7,4,6,4
702,0,0,5,1,3,2,0,1,2,2,2,2,3,2,1,3,3,2,1,1,2,1,3,3,1,3,3,1,4,2,2,3,1,2,1,3,2,0,2,1,0,3,2,2,2,2,3,8,3,4,0,0,1,1,0,0,0,3,2,3,4,4,3,3,12,9,10,10,11,4,.70239329,1.4594784,6,6,7,6,7,0
703,0,1,5,1,3,1,2,2,2,3,2,3,3,3,3,3,2,2,1,2,1,2,2,2,3,3,3,3,4,3,2,5,2,3,3,3,3,3,3,3,0,2,1,2,3,4,4,7,4,4,1,0,0,0,0,0,0,2,3,4,3,2,3,3,16,10,13,8,17,8,.45595327,1.928803,6,6,6,5,7,3
704,0,0,5,1,1,2,1,2,2,1,3,1,3,0,1,3,3,2,1,2,3,1,3,1,1,3,2,2,4,2,1,2,0,1,2,3,0,0,2,3,1,0,1,3,5,3,3,2,3,5,0,0,1,1,0,0,0,3,4,4,4,4,4,1,8,11,8,11,8,4,1.3888953,1.3025095,8,6,7,6,3,1
705,0,0,5,0,1,3,4,2,2,0,0,0,0,2,0,0,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,12,6,0,0,,-.3123751,2,0,4,4,0,0
706,0,0,5,0,1,2,4,2,1,3,2,1,2,1,2,2,1,3,1,1,1,0,3,1,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,8,10,1,0,,-.3123751,5,4,7,6,0,0
707,0,0,5,1,0,0,0,2,1,2,2,1,2,1,2,2,2,2,3,2,3,2,3,3,2,3,2,1,4,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,2,2,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,9,8,14,11,1,0,.48299885,1.2756866,6,4,7,6,1,0
708,0,0,5,0,1,3,4,3,1,1,0,0,3,1,2,3,3,2,2,2,3,2,3,2,1,3,3,0,0,0,0,0,3,2,3,3,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,12,11,12,11,,-.3123751,6,6,8,6,9,5
712,1,0,5,1,1,0,2,1,0,2,1,0,1,1,0,2,1,2,0,2,2,1,3,1,0,3,1,1,4,2,2,4,0,0,2,1,0,0,0,0,0,1,2,2,2,4,3,7,2,2,0,0,0,1,0,0,0,1,1,2,2,3,3,2,4,5,5,10,3,1,-.43595251,1.5765661,3,3,5,6,2,0
713,1,1,5,1,2,1,0,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,4,4,0,0,0,1,0,0,0,4,1,4,4,4,3,3,6,7,6,6,6,4,1.302475,1.3400499,4,4,4,3,3,2
714,1,1,5,1,1,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,1,0,2,3,5,3,2,2,3,4,0,0,0,1,0,0,0,2,1,3,4,4,4,3,1,1,0,1,0,1,.4271124,1.1447285,1,1,0,1,0,1
715,1,3,5,1,2,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,3,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,3,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,7,0,0,-.48238781,1.1447285,1,1,1,6,0,0
716,0,0,5,1,3,2,0,1,2,0,3,1,2,1,0,2,2,1,0,0,2,0,2,0,0,2,1,1,4,2,1,2,1,0,0,3,0,0,0,0,1,2,3,4,5,4,3,3,4,4,0,0,0,1,0,0,0,1,2,1,3,1,,2,6,8,1,7,2,5,-.62504292,1.2755461,6,4,4,4,6,1
717,0,1,5,1,2,1,2,1,0,2,1,0,3,0,0,3,3,2,0,0,0,0,2,3,0,3,3,,3,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,4,2,2,1,0,0,0,0,0,0,2,2,2,2,1,1,2,5,8,6,7,2,0,-.32152987,1.0349071,5,6,5,5,2,0
718,0,1,5,0,2,1,4,2,2,3,0,2,0,2,1,1,1,2,1,3,0,2,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,9,4,0,1,,.37359414,3,1,2,2,1,0
719,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-.3123751,0,0,0,0,0,0
720,1,1,5,1,3,0,2,0,2,0,0,2,3,1,0,3,2,0,0,0,3,2,3,0,0,3,2,2,3,2,2,4,0,0,0,0,0,0,0,0,0,3,3,3,2,4,2,1,4,1,1,0,0,0,0,0,0,2,4,4,1,4,3,2,7,6,4,9,3,0,.67728502,1.607648,2,6,5,6,3,0
721,0,1,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-.3123751,0,0,0,0,0,0
722,1,2,5,1,1,2,2,2,2,1,0,2,3,1,0,2,0,1,1,1,0,1,2,0,0,2,0,1,4,3,1,5,0,0,1,0,1,0,1,0,0,0,2,3,4,4,1,5,3,2,1,0,0,0,0,0,0,1,1,1,1,1,2,1,6,7,3,5,3,0,-1.1163465,1.6847171,2,5,1,4,0,0
723,0,1,5,1,1,3,0,2,1,1,0,1,3,0,0,3,0,3,0,0,3,2,3,2,2,3,3,1,4,3,1,3,0,0,0,0,0,0,1,0,1,0,3,4,2,4,2,3,3,4,0,0,0,1,0,0,0,3,4,4,3,1,4,3,3,8,9,12,1,1,.73341215,1.417661,2,6,9,6,0,1
724,0,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-.3123751,0,0,0,0,0,0
725,1,1,5,0,1,0,4,3,0,0,0,0,3,0,0,3,1,,0,3,,0,2,,3,,2,0,0,0,0,0,2,1,0,1,2,3,1,3,,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,,,8,,,-.3123751,4,6,2,2,4,3
726,0,1,5,0,1,0,4,0,0,0,0,0,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,18,12,0,0,,-.3123751,0,6,9,6,0,0
727,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,,-.3123751,0,0,0,4,0,0
728,0,0,5,0,2,0,4,2,1,3,0,2,0,2,0,0,3,2,2,2,0,2,2,2,2,2,3,1,0,0,0,0,1,1,0,0,2,1,2,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,13,6,8,3,,.37359414,5,0,5,4,3,2
729,0,1,5,1,2,1,2,1,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,3,3,1,3,2,1,1,0,0,0,0,0,2,0,0,2,0,1,3,3,4,2,5,4,3,0,0,0,1,0,0,0,2,2,2,4,2,3,2,3,4,3,5,0,4,.03244669,1.1447285,2,3,5,3,0,4
730,0,1,5,0,1,3,4,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,3,3,3,3,3,0,5,3,1,0,2,2,0,0,0,0,0,2,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,10,4,2,,.7454288,0,0,7,6,2,0
731,1,0,5,0,1,3,4,2,1,0,2,0,2,1,1,2,0,3,2,2,3,2,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,9,12,0,0,,-.3123751,4,4,7,6,0,0
738,1,0,5,1,2,0,1,2,0,1,1,1,0,0,1,1,0,3,3,3,3,3,1,1,1,1,1,2,4,3,2,5,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,7,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,12,8,0,0,-1.1163465,1.8713928,3,1,7,2,0,0
739,1,0,5,0,0,2,4,0,2,3,2,2,3,2,3,3,2,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,8,18,9,3,1,,-.3123751,4,6,6,6,1,0
740,1,0,5,0,2,0,4,0,1,1,0,1,1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,18,12,0,0,,-.3123751,0,1,9,6,0,0
741,0,0,5,0,2,3,4,3,0,2,3,0,3,0,0,3,2,3,1,0,3,1,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,7,12,0,0,,.37359414,8,6,9,6,0,0
742,0,0,5,0,3,3,4,2,0,0,3,0,3,0,0,3,1,2,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,5,7,0,0,,-.3123751,6,6,4,3,0,0
745,0,1,5,0,0,3,4,2,0,0,1,0,3,0,3,2,2,2,0,0,0,0,3,3,0,3,3,0,0,0,0,0,1,1,0,1,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,6,8,3,8,,-.3123751,5,5,5,6,2,6
746,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,3,2,2,1,1,2,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,4,10,0,0,,.37359414,2,3,6,6,0,0
747,1,1,5,0,1,3,4,2,0,0,1,0,2,0,0,2,0,2,1,1,3,1,3,3,1,3,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,1,,.77632672,3,4,7,6,1,0
748,1,0,5,1,0,1,2,2,2,0,1,0,3,1,0,3,0,1,1,0,0,0,3,1,0,0,0,1,4,2,1,4,1,2,0,0,0,0,0,0,0,0,2,2,2,4,3,5,2,3,0,0,0,1,0,0,0,2,2,2,2,2,3,2,3,9,2,4,2,1,-.2375873,1.4754655,3,6,1,3,1,0
751,1,1,5,0,1,0,4,1,1,1,1,1,3,1,1,3,1,2,2,2,1,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,9,9,0,0,,-.3123751,3,6,4,6,0,0
752,0,0,5,0,0,0,4,2,3,0,0,0,2,0,0,3,2,2,0,2,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,4,8,0,0,,-.3123751,4,5,4,6,0,0
753,1,0,5,0,2,2,0,3,0,0,0,0,3,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,5,0,1,,.70325762,5,3,2,3,1,0
754,0,1,5,1,1,0,2,1,2,1,2,2,2,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,5,3,2,3,0,1,1,0,1,2,1,,,3,3,3,3,2,2,6,3,3,0,0,0,1,0,0,0,1,1,3,3,3,2,3,11,6,11,7,,,-.040550485,1.5547872,6,3,5,4,3,2
755,0,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,.37359414,0,0,0,0,0,0
757,0,1,5,0,3,3,4,3,0,0,3,1,3,1,0,3,1,3,0,2,3,2,3,3,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,10,12,1,4,,-.3123751,7,6,8,6,2,3
758,0,0,5,0,0,3,4,3,0,0,3,0,3,0,0,3,3,3,0,3,3,0,3,0,0,3,3,0,0,0,0,0,3,0,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,6,12,6,12,,-.3123751,9,6,9,6,9,6
759,0,0,5,0,0,2,4,1,0,0,3,0,3,0,0,3,2,1,0,0,3,0,3,0,0,3,3,0,0,0,0,0,1,0,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,3,10,2,10,,-.3123751,6,6,7,6,6,6
760,0,0,7,0,1,1,4,3,1,0,0,0,3,0,0,3,0,3,1,3,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,14,12,0,0,,-.3123751,3,6,8,6,0,0
596,0,1,7,0,1,0,4,3,0,0,3,0,3,0,0,3,2,3,2,3,2,2,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,14,11,0,0,,-.3123751,8,6,8,6,0,0
608,0,1,7,0,0,3,4,3,0,0,3,0,3,0,0,3,3,1,0,0,2,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,5,9,0,0,,-.3123751,9,6,6,6,0,0
609,1,1,7,0,0,3,4,3,1,0,3,0,3,1,0,3,1,3,0,0,3,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,0,12,0,0,,.37359414,7,6,6,6,0,0
610,0,1,7,0,2,1,4,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,,.37359414,0,0,1,1,0,0
611,1,1,7,0,0,0,4,3,1,1,3,1,3,0,1,3,0,3,1,1,2,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,8,9,0,0,,-.3123751,6,6,6,4,0,0
612,1,1,7,0,1,2,4,2,1,0,1,0,3,0,0,3,2,2,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,1,8,0,0,,.37359414,5,6,3,6,0,0
636,0,1,7,0,0,3,4,3,0,0,0,0,3,0,0,3,3,3,0,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,6,12,0,0,,-.3123751,6,6,9,6,0,0
637,1,1,7,1,1,1,0,1,0,0,3,0,2,3,1,2,3,2,2,2,1,2,2,2,2,2,2,1,3,2,1,3,1,1,1,3,0,2,1,1,0,3,2,3,4,2,3,4,2,5,1,0,0,0,0,0,0,4,4,4,4,4,4,2,7,8,12,7,7,6,1.8744464,1.3666872,7,4,5,4,7,2
