Folio,Género,Edad,Escuela,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55,PrConsPosTab,PrConsNegTab,ImpConsPosTab,ImpConsNegTab,ExpConsPosTab,ExpConsNegTab,CommitTab,TabIncid,PrConsPosTabCP,PrConsPosTabLP,ImpConsPosTabCP,ImpConsPosTabLP,ExpConsPosTabCP,ExpConsPosTabLP
1346,1,1,8,1,0,0,2,3,0,2,0,1,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,3,2,3,3,4,0,0,0,1,0,0,0,1,4,4,3,1,4,3,4,7,0,3,0,0,.35833049,1.1025333,3,4,3,0,0,0
1347,0,1,8,0,0,0,4,3,0,0,3,0,3,0,0,3,3,3,0,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,9,12,0,0,,-.3123751,9,6,9,6,0,0
1348,0,2,8,0,0,0,4,2,1,2,3,2,3,2,2,3,2,2,1,2,3,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,11,6,11,0,0,,-.3123751,7,6,6,6,0,0
1349,0,1,8,1,2,0,2,1,1,2,0,1,3,0,0,3,2,1,0,0,2,2,2,2,0,1,2,2,3,2,2,2,1,1,1,0,0,0,3,1,3,2,1,2,2,1,3,7,3,1,1,0,0,0,0,0,0,4,4,4,4,4,3,3,6,7,6,6,8,4,1.8744464,1.393119,3,6,5,3,3,3
1350,1,1,8,1,1,2,2,3,3,3,3,3,3,3,1,1,1,2,2,,,,0,2,,3,0,3,3,,,,2,2,2,,,,2,2,2,2,3,4,5,4,,,,4,0,0,1,0,0,0,0,3,2,2,2,3,4,2,14,10,,,,,-.0072967638,2.1013911,7,4,2,3,4,2
1351,0,1,8,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,12,0,0,,-.3123751,0,0,7,6,0,0
1352,0,1,8,0,2,2,4,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,12,0,0,,-.3123751,0,0,9,6,0,0
1353,0,1,8,0,0,2,4,3,0,0,3,0,3,0,0,0,2,3,0,0,3,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,2,12,0,0,,.37359414,8,3,8,6,0,0
1354,0,1,8,0,1,2,2,2,1,1,0,1,2,1,0,2,3,1,2,2,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,2,3,4,3,0,0,0,1,0,0,0,2,2,2,2,2,2,2,7,6,11,7,7,4,,.88144618,5,4,4,4,4,2
1355,1,1,8,0,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,8,12,8,0,0,,-.3123751,6,4,6,4,0,0
1363,1,1,8,0,2,2,4,1,0,0,0,0,3,0,0,3,1,1,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,7,0,0,,-.3123751,2,6,2,6,0,0
1364,0,1,8,1,2,0,0,3,1,3,1,2,1,1,1,2,1,3,1,1,3,1,2,1,1,2,1,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,2,2,2,2,3,5,3,3,0,0,0,1,0,0,0,1,1,2,3,1,3,2,9,7,6,10,2,1,-.50387901,1.0303559,5,3,7,4,1,0
1365,0,1,8,0,0,0,4,3,0,0,3,0,3,1,0,3,2,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,18,9,0,0,,-.3123751,8,6,6,6,0,0
1366,0,1,8,0,0,0,4,2,0,0,3,0,3,0,0,3,0,2,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,11,0,0,,-.3123751,5,6,5,6,0,0
1367,0,1,8,0,2,0,4,3,1,1,3,1,3,1,1,3,3,2,3,3,0,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,12,16,8,0,0,,-.3123751,9,6,4,6,0,0
1368,0,2,8,1,2,1,2,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,2,0,2,1,0,1,4,1,2,3,0,1,2,0,1,0,1,2,0,1,1,2,1,4,2,1,3,1,1,0,0,0,0,0,0,2,2,2,3,1,2,2,6,4,6,5,8,0,-.1796186,1.3963416,3,2,2,3,1,0
1369,1,1,8,0,0,1,4,,,,,,,,,,,1,0,0,3,1,3,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,3,10,0,1,,.37359414,0,0,4,6,0,1
1370,1,1,8,0,1,1,4,1,2,0,2,1,3,1,0,3,1,1,0,0,3,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,2,10,0,0,,.37359414,4,6,6,6,0,0
1371,0,1,8,0,1,3,4,3,0,0,0,0,3,0,0,3,0,3,0,0,3,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4,12,0,0,,-.3123751,3,6,6,6,0,0
1372,0,1,8,0,1,2,4,1,0,1,2,1,1,1,1,2,2,0,1,0,3,1,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,4,8,0,0,,-.3123751,5,3,5,5,0,0
1373,1,1,8,1,2,0,2,1,2,1,1,2,2,1,0,2,1,1,1,1,1,2,2,2,1,3,1,2,3,2,2,4,1,0,1,1,1,0,2,0,0,1,2,2,5,3,3,5,3,3,0,0,0,1,0,0,0,2,3,3,3,3,3,2,7,6,8,7,5,2,.32458529,1.607648,3,4,3,5,3,0
1374,0,1,8,0,2,2,4,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,6,0,0,,-.3123751,1,6,1,6,0,0
1375,0,1,8,0,0,3,4,3,3,0,3,1,3,1,1,3,2,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,12,3,9,0,0,,-.3123751,8,6,6,6,0,0
1376,0,1,8,1,2,1,2,2,3,1,0,1,2,1,0,2,2,3,1,1,0,1,3,1,0,3,3,2,3,3,2,3,1,2,3,0,1,0,0,0,0,2,1,3,2,4,2,6,2,5,1,0,0,1,0,0,0,1,1,1,1,1,2,1,8,6,7,9,8,1,-1.1163465,1.5547872,4,4,6,6,3,0
1377,0,1,8,1,0,0,1,1,0,0,1,1,2,1,1,2,0,2,1,1,2,1,3,2,0,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,5,1,2,4,3,3,0,0,0,1,0,0,0,2,2,3,2,2,4,2,3,6,8,10,0,0,-.030598965,1.0303559,2,4,7,6,0,0
1378,0,1,8,1,2,1,2,2,2,2,1,2,3,2,0,3,3,2,2,2,0,2,3,2,0,3,2,2,3,2,1,4,0,2,2,0,2,0,2,0,0,2,3,1,1,4,3,1,3,1,1,0,0,0,0,0,0,1,1,1,1,4,3,3,11,9,10,8,10,0,-.86151862,1.5087672,6,6,4,6,2,0
1379,0,1,8,1,2,0,0,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,3,2,4,3,2,3,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,2,1,1,0,0,0,0,0,0,2,2,2,2,3,2,3,6,3,3,4,0,0,-.14854677,1.5547872,3,0,3,4,0,0
1380,0,1,8,0,0,0,4,1,2,0,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,18,12,0,0,,-.3123751,7,6,9,6,0,0
1381,0,1,8,0,0,3,4,2,1,1,3,0,3,1,1,3,1,3,3,3,2,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,17,11,0,0,,-.3123751,6,6,8,6,0,0
1382,0,1,8,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,,-.3123751,1,0,1,0,1,0
1383,0,1,8,0,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,3,2,1,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,11,10,0,0,,.6116206,6,4,7,6,0,0
1384,1,1,8,1,1,3,1,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,2,2,1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,3,1,1,0,0,0,0,0,0,3,2,3,2,2,2,2,1,3,2,6,0,0,.1234217,1.3666872,1,2,4,4,0,0
1385,0,1,8,0,0,3,4,2,0,0,1,0,3,0,0,3,3,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,8,0,0,,-.3123751,6,6,2,6,0,0
1386,1,1,8,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,.37359414,0,0,0,0,0,0
1387,0,1,8,1,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,4,1,1,2,1,0,0,0,0,0,1,0,2,2,2,2,2,2,2,1,1,0,1,0,1,-.2375873,1.1884803,0,1,0,1,0,1
1389,0,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,,-.3123751,0,0,1,2,0,0
1511,1,1,8,0,0,0,4,2,2,2,0,2,0,2,2,0,0,2,2,2,0,2,0,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,10,2,10,2,,-.3123751,2,0,2,0,2,0
1512,0,1,8,0,0,0,4,2,0,0,0,0,3,0,0,3,3,2,0,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,3,8,0,0,,.37359414,5,6,5,6,0,0
1522,1,1,8,0,2,0,4,2,1,1,3,1,3,2,3,3,2,3,2,2,2,2,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,11,10,11,0,0,,.37359414,7,6,6,6,0,0
